# BEAST v1.8.0pre Prerelease r5356, r5356
# Generated Fri Dec 13 11:38:51 NZDT 2013 [seed=1386887931252]
state	posterior	prior	likelihood	treeLikelihood	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline	meanRate	coefficientOfVariation	covariance	treeModel.rootHeight	clock.rate	frequencies1	frequencies2	hfrequencies1	hfrequencies2	bcov.alpha	bcov.s	tmrca(baltic)	tmrca(baltoslav)	tmrca(celtic)	tmrca(germanic)	tmrca(indoiranian)	tmrca(iraniangrp)	tmrca(italic)	tmrca(northwestgermnc)	tmrca(toch)	tmrca(westgermnc)	age(luvian)	age(avestan)	age(oldnorse)	age(latin)	age(oldpersian)	age(oldhighgerman)	age(hittite)	age(vedic)	age(ancientgreek)	age(lycian)	age(gothic)	age(oldchurchslavonic)	age(oscan)	age(oldirish)	age(tocharian_a)	age(classicalarmenian)	age(oldenglish)	age(tocharian_b)	age(oldprussian)	age(umbrian)
62000	-16740.956749661316	-186.5858824066916	-16554.370867254624	-16554.370867254624	3.9055659953711194E17	1.47771073763108544E17	3.1359759840520435E11	4.286494010376912E21	3.9289955642748552E16	7.0	7.0	1.0	5.0	3.0	-950.4349226613691	4.0636121992404726E-5	1.0115839832925394E-15	0.9772727272727274	6118.784323720006	4.0636121992404726E-5	0.6339470275317901	0.36605297246821	0.5	0.5	0.8728400535554808	0.0540091472802161	1405.4600439087133	3256.399076314105	3079.6080980271063	2487.263315056873	3844.94870972028	3101.9171000339725	2881.0395042103496	1889.0444089609048	2003.4472792267964	1530.5713720324156	3199.6503725592356	2498.4902914609593	790.0947110813812	1894.4294599456953	2358.3196740953963	1039.2645137508255	3345.551180065801	2819.915318361089	2457.9365812452747	2264.331938284122	1629.6728471584424	1020.3642454312329	2164.0019680524256	1206.1578240616052	1357.0979673260624	1328.0025082404106	1049.756381926751	1381.9863123053292	660.4408181376223	2245.643270599093
64000	-16726.719014225568	-188.62132185896397	-16538.097692366602	-16538.097692366602	1.27817348564356813E18	6.1648231408082931E17	1.6814998206562314E13	8.291767992256929E21	3.1319030398481508E16	2.0	9.0	5.0	5.0	2.0	-932.6293990317412	4.061548430142378E-5	5.060489965547128E-16	0.9772727272727271	6178.98117564107	4.061548430142378E-5	0.6372435334753517	0.36275646652464844	0.5	0.5	0.8728400535554808	0.05401027206636005	1398.6969345704513	3159.742906196495	2921.695937138153	2319.9572076189584	3826.534532330381	3168.4556792926733	2942.697018361411	1903.0653065563583	1983.9863337464349	1542.2413707282715	3199.6503725592356	2521.1530952201174	795.102860887897	2007.797653891208	2362.0452527955217	977.7625811238925	3348.179758156122	3034.9657768552165	2458.206541539962	2273.1877058419964	1629.6728471584424	952.4994346508504	2159.3664528607687	1145.3000526608118	1403.2197426275936	1566.439434054948	905.9165834690091	1410.4562538884136	618.9766938546239	2080.429955234894
66000	-16719.54861630754	-186.10206234424302	-16533.4465539633	-16533.4465539633	2.3604007038086164E18	3.4091926668275005E18	3.7831922891622305E13	4.076153145622714E22	5.1787081585318824E16	9.0	1.0	10.0	1.0	2.0	-865.0968786094777	4.022436411205582E-5	8.516159102835491E-16	0.9772727272727274	6100.816185829588	4.022436411205582E-5	0.6372435334753517	0.36275646652464844	0.5	0.5	0.8728400535554808	0.05941239726092227	1398.7186499038344	3227.3079120599546	3014.3791278209083	2408.5612113833454	3832.445026615771	2978.716185871584	2908.5521300846985	1940.7686162200555	1773.582124357998	1542.239498478706	3599.8350662805624	2521.1530952201174	847.2740508368738	2033.947405905608	2366.9977858713714	989.142914293874	3192.876285083572	2816.605515008994	2395.5122393865518	2302.3628720332895	1653.5760965188717	952.4994346508504	2309.982872900555	1128.2363126320013	1306.7046010694357	1408.136218094585	1000.1296349343331	1289.5152053670738	723.3744681230438	2328.977942469562
68000	-16716.071757380956	-183.6613188997377	-16532.41043848122	-16532.41043848122	1.96966134727993958E18	1.43572118113247462E18	6.056613781008778E13	8.537180138223949E22	4.1033428976044352E17	1.0	1.0	15.0	2.0	4.0	-827.7795481870547	3.9633006985475625E-5	0.0	NaN	6161.676933383864	3.9633006985475646E-5	0.6372435334753517	0.36275646652464844	0.5	0.5	0.8728400535554808	0.0664348180789128	1415.9363687847508	3331.9706858800105	2933.718989225899	2411.9580491339652	3864.6608140545923	3118.019499529991	2845.8074992824268	1889.5777325124386	1872.4658125899623	1563.4248902996287	3562.8231484970197	2583.7117445617846	757.0000601485715	2009.8896832807595	2392.352952342653	1022.4855625016223	3648.7551128344426	2952.1417575854884	2395.5122393865518	2422.5900417223756	1617.346943219568	1018.4728528939071	2071.361638632937	1183.0646858078935	1274.2696835569698	1503.8714412974186	975.1165696157458	1375.006087668551	622.8109906390417	2286.654790429518
70000	-16718.337468887414	-185.1931468346649	-16533.144322052747	-16533.144322052747	1.7171464599876725E19	3.553820120099561E18	3.491484123029012E13	8.671849656381279E24	1.25376545590696294E18	1.0	9.0	10.0	2.0	1.0	-897.0770365389142	3.770508889347892E-5	1.0902202158114454E-15	0.9772727272727274	6513.740648764986	3.770508889347893E-5	0.6372435334753517	0.36275646652464844	0.5	0.5	0.8511530962181266	0.05551698766547327	1416.0189087805877	3331.948085753531	3255.7143040494493	2365.983522717591	3865.467930612295	3207.798135839452	2870.3566532033674	1929.00062215295	1877.0954351531655	1509.1252523057358	3516.8575658327813	2507.5811366798716	759.5780303477652	1914.7528688462717	2405.653351325673	970.5111321381181	3481.7328397472966	2967.5908224224504	2395.5122393865518	2313.2207646560255	1684.7321783103166	976.4573138822004	2243.644632968832	1148.7116855826062	1296.8820357317886	1426.0166214536061	1006.9230094160525	1282.6401199102088	496.44480547948996	2184.945168253915
72000	-16713.341269815945	-182.35477363664273	-16530.986496179303	-16530.986496179303	2.5542660352797475E20	1.4929331552846092E19	2.837134832629103E14	4.675943295368192E26	1.97174732025317069E18	6.0	3.0	10.0	3.0	1.0	-973.5306208178864	3.847905587674473E-5	5.341457737725027E-16	0.9772727272727271	6263.678123309467	3.847905587674472E-5	0.6372435334753517	0.36275646652464844	0.5	0.5	0.8511530962181266	0.04787432798122295	1346.009510202336	3368.8891170855777	2992.800337327132	2479.8051959209906	3879.707983614278	3200.357271012392	2988.8087668036997	1884.838433445013	1932.4377421488284	1528.7579946107885	3437.6426077358387	2581.405493537656	813.0778686429442	2113.8455356839536	2371.041433578091	941.1089740502566	3453.358275561042	2882.1583770235657	2399.7339836854053	2313.2207646560255	1684.7321783103166	986.5767163060492	2056.8442609763924	1232.8462245639141	1341.755036010495	1430.9373777522537	994.962812458219	1330.3384698867317	706.5092733939856	2161.3956502365145
74000	-16675.69436765311	-182.37172416934035	-16493.322643483767	-16493.322643483767	8.398603099885348E19	1.5620249340784938E20	2.8082939336134568E16	1.366924047984399E27	8.193292591615529E18	7.0	2.0	8.0	3.0	3.0	-1035.223778111772	3.987117431390372E-5	0.0	NaN	6467.646028106137	3.987117431390373E-5	0.6457094479634334	0.3542905520365667	0.5	0.5	0.8511530962181266	0.04491979193111418	1330.0416924675915	3328.8091359689483	3181.0681152580214	2337.473924542588	4057.574741805083	3261.5934586770013	2956.6231099864945	1862.2096358399442	1801.2501464631096	1510.5470980667887	3492.5025939684037	2446.6301807113737	766.6542884195972	2014.2096383029477	2446.5045355189177	996.4838996247034	3373.5843351515905	2918.055230917394	2371.27136077307	2313.2207646560255	1619.2153319562287	975.5674285956374	2161.91524126949	1288.437695199143	1240.3990347051188	1414.7817018455253	994.962812458219	1186.571237910329	604.3875605004492	2284.303780841205
76000	-16589.414319681433	-188.530735291494	-16400.88358438994	-16400.88358438994	5.080170434215941E20	9.165969354270321E20	3.448892247112302E16	2.303447767169011E28	1.7271304269307974E19	1.0	2.0	4.0	15.0	1.0	-1320.4265265831257	4.076901473451059E-5	1.0082865729850908E-15	0.9772727272727271	6478.948925679272	4.076901473451057E-5	0.6602332431983797	0.33976675680162044	0.5	0.5	0.9972429856100643	0.04446999237612838	1330.873864082037	3285.6074295094113	2990.3313891244848	2419.765995304489	3838.267778784262	3106.1019555377025	2958.443502759202	1909.372447695683	1752.4641817633512	1528.2745726961257	3492.5025939684037	2461.3318614880895	777.7078311095197	1936.4079763090285	2337.420167940241	904.9762875327298	3694.440960718312	2890.00145039094	2431.5635231690635	2291.415273724868	1590.9850237785038	913.5545359253038	2094.538396037032	1207.9369972730337	1257.726506013784	1448.779507055303	1022.904121884333	1331.708775994405	603.9546664020945	2287.4207534363577
78000	-16460.058121564773	-184.68809325635178	-16275.370028308422	-16275.370028308422	4.989368954981935E21	1.1820077699257286E21	6.7587942695240384E16	1.7078739137445649E28	4.475673869860904E19	2.0	2.0	7.0	8.0	4.0	-1169.2837874478082	4.1444197552800424E-5	6.612401345732055E-16	0.9772727272727271	6293.513984276223	4.144419755280043E-5	0.6824718571125582	0.31752814288744186	0.5	0.5	0.9972429856100643	0.04446999237612838	1374.5110169163815	3393.393032599279	3303.774903588645	2360.1727201042067	3687.680324947933	2948.464222617819	2999.0419562014836	1940.090922559713	1809.890394191116	1509.070782244207	3492.5025939684037	2461.3318614880895	728.9830315048855	2032.799225606674	2337.420167940241	986.9667658676069	3253.2315621840944	2902.5114090319466	2381.7540101327154	2325.6291343512958	1642.0400419227774	968.9802013437989	2111.495921223166	1320.1481560780048	1277.7234017010503	1539.336502107787	980.5670717909685	1324.9544958248346	782.7841876050734	2325.7221016698654
80000	-16447.378297834824	-185.52465505137394	-16261.85364278345	-16261.85364278345	8.633796004759952E22	3.646498324127176E21	1.27867339079674048E17	1.0041093732544576E29	1.3912197848742635E20	6.0	1.0	2.0	7.0	7.0	-1237.4295915118055	4.263629758042275E-5	1.6068800718097279E-16	0.9772727272727271	6391.450173225791	4.263629758042275E-5	0.6855566281002051	0.31444337189979493	0.5	0.5	0.9972429856100643	0.09407541237872453	1367.9452850796686	3300.1700734934584	3089.3530875899887	2452.927819692671	3880.031418194758	3112.8215349141647	2931.609451902575	1947.0762606940002	1682.6054366424005	1583.4766500526919	3545.00973952688	2496.341503256821	770.7576293423485	2005.2044134030957	2310.4347498451793	1023.4123409473341	3325.764028241502	2988.9378862420417	2403.176349718793	2335.571640897223	1659.622845144759	977.7227078903636	1933.2456589854396	1232.0641950326337	1268.0431622621772	1446.3201809184764	993.8699686530751	1181.3613279743654	615.712095532073	2399.9791834580246
82000	-16440.647265997522	-183.19972464615992	-16257.447541351361	-16257.447541351361	2.387392765769674E23	2.193871362025703E21	4.1832490190112928E17	6.0833139318122434E29	2.0421178348453054E21	6.0	1.0	1.0	9.0	6.0	-1324.32724553165	4.125635606490483E-5	9.963761725822006E-16	0.9772727272727271	6528.020982808645	4.125635606490483E-5	0.6855566281002051	0.31444337189979493	0.5	0.5	0.9972429856100643	0.09407541237872453	1362.162565200167	3252.9065999234367	3113.71464921573	2455.47003248111	4045.9783856782615	3140.848243468297	2826.160361725665	1913.6057700276015	1837.1459441297297	1556.5518134418664	3566.333729668214	2496.341503256821	804.8136611535673	1978.6386222361816	2274.2288960082615	968.316635510447	3344.6224615057404	3137.7705327426206	2393.8068060443834	2335.571640897223	1673.8071772559572	1042.9386166962415	2049.5780877587013	1201.7783243530314	1299.530225981834	1367.2308139641902	1039.8533387997472	1278.1889395210535	524.3780560084311	2194.6977470000234
84000	-16440.2258688011	-181.27464259105562	-16258.951226210042	-16258.951226210042	2.790745947534724E24	1.5089893220450126E22	2.9153072039630459E18	5.795651975059527E30	3.6943225875384967E21	4.0	3.0	4.0	3.0	9.0	-1207.878108301498	4.128698603141731E-5	0.0	NaN	6832.13129645466	4.12869860314173E-5	0.6857605662465222	0.31423943375347796	0.5	0.5	0.9972429856100643	0.06902586328423425	1392.2922678123782	3266.0334726001092	3041.5837461217425	2444.3146587053157	3870.955152468844	3209.803705903344	2826.1453842618034	1903.2787097853256	1881.4311223622683	1556.502608088266	3486.17023068549	2496.026810253954	808.0156596430559	2001.0313248876162	2456.179278024134	982.4274349185487	3411.9172457135787	2809.385234542535	2373.8652637739183	2368.119925273179	1673.8071772559572	1033.3464037012618	2247.8420395670155	1111.5109210647609	1327.3399577769455	1457.6844226416522	964.3052853407564	1324.2453667825143	662.351420822172	2307.3278714648295
86000	-16427.470607193645	-183.63888884584466	-16243.831718347801	-16243.831718347801	9.431846937590113E24	1.4776273444496476E22	8.4685543838942628E18	5.563717434415427E30	1.2155460895988494E22	3.0	6.0	2.0	7.0	5.0	-1315.785106033292	4.0932446466962976E-5	5.021303843127986E-16	0.9772727272727271	6788.2687978464355	4.093244646696298E-5	0.6886279772623867	0.3113720227376134	0.5	0.5	0.9972429856100643	0.05871632694044201	1320.0630579721692	3380.3042236694437	3210.319139513037	2403.4800007132744	3948.9877121710138	2908.9995169123367	2885.9860007760985	1967.2519351477813	1936.0828067522382	1523.660264255695	3398.5880388481255	2549.6634837739034	808.0156596430559	2016.346565727623	2413.325277490582	938.2128779061014	3522.365351173027	2952.487254990409	2373.8652637739183	2255.366961045982	1673.8071772559572	972.4579866757841	2025.0824952116664	1253.0449532602913	1337.3866129392839	1471.3848485498556	1042.8255396630032	1245.365292056353	580.612921836397	2325.140753773423
88000	-16387.74768915107	-179.2533264263505	-16208.494362724721	-16208.494362724721	3.9431783236811275E25	6.8103839177197696E22	7.7086945964942582E18	1.5720469507917767E31	9.010964849319617E21	4.0	10.0	6.0	1.0	2.0	-1195.3709208750563	4.217847998548535E-5	4.872964858475727E-16	0.9772727272727271	6405.783098578322	4.217847998548537E-5	0.6949500641520225	0.30504993584797746	0.5	0.5	0.9600529916341982	0.07498373424442147	1343.19272229666	3392.225838682532	3158.2236837879764	2469.974800427431	3884.0224152421406	3152.870332272372	2992.213491581316	1942.3520217500823	1942.905874835626	1553.8599233050522	3475.0208981537917	2460.2194687928345	743.0168520398043	2016.346565727623	2347.130130941996	1003.1472555690409	3609.442510819497	2972.618623778911	2441.965353224185	2393.1903035173527	1664.2394679732356	972.4579866757841	2176.7019229759035	1208.287642626113	1318.8125053075482	1457.9368954820543	947.298530225693	1341.4458783359123	660.4535256405168	2173.690994790307
90000	-16382.613792185328	-192.2053596904423	-16190.408432494885	-16190.408432494885	5.975407837060226E25	1.0006734858806186E23	1.665638621879477E19	5.280711093080046E31	1.2192783111381662E22	3.0	5.0	1.0	7.0	7.0	-1354.412125203125	4.164016375950222E-5	9.871923268135056E-16	0.9772727272727271	6425.250827656331	4.164016375950223E-5	0.6978645005381389	0.3021354994618611	0.5	0.5	0.9600529916341982	0.06073054209057192	1364.2302378450804	3397.596853257962	2984.353282486182	2497.13100434052	3968.5469164465258	3110.6699164431757	2859.198383422374	2037.165716905128	1975.8389510138097	1572.871176263669	3508.148958558008	2577.2179933439	869.2339276325451	1931.5768455614768	2443.0834764287083	994.1445133721302	3280.173338376896	2972.618623778911	2355.7382611411426	2435.5960410666453	1623.9918685693367	1009.9214612645831	2043.8666632423551	1085.8385972041767	1317.6989600046413	1628.4090027587642	995.7672072989022	1248.740887807083	622.7409432051153	2265.3040453369636
92000	-16376.281292065241	-185.85907439413432	-16190.422217671106	-16190.422217671106	1.377350248549443E26	2.3102364972466068E23	4.530277944506729E19	1.1064283468151348E32	7.110761117722599E21	9.0	5.0	6.0	2.0	1.0	-1280.1134176435419	4.079601898763626E-5	8.396826285733162E-16	0.9772727272727274	6547.4882735744395	4.0796018987636266E-5	0.6978645005381389	0.3021354994618611	0.5	0.5	0.9563755765532274	0.06502420141011075	1364.2446669558572	3397.9965288616645	3123.2942789057265	2405.8995674760918	3968.5296079264876	3210.5521059367074	2810.869950163313	1902.269189860181	1975.6324384593859	1575.2998415655381	3508.148958558008	2577.2179933439	763.0352827406913	1997.964839719089	2338.8439373570664	1018.328127248517	3575.5600645780505	2859.6668453002985	2310.28088957135	2435.5960410666453	1607.7214163612227	1035.9046573692815	2191.219839630186	1208.6092227518893	1308.6569989147579	1472.157603256798	995.7254336347809	1451.1219281999697	655.458544408805	2337.7322851122935
94000	-16379.044035392677	-190.89117944642305	-16188.152855946253	-16188.152855946253	1.0053846766067381E26	1.2849649271274433E24	1.2266877818120936E20	1.5852507808075825E33	1.8673283588151572E22	1.0	2.0	9.0	2.0	9.0	-1201.6268340910524	4.206987088670346E-5	4.885545080628062E-16	0.9772727272727271	6376.463556151905	4.206987088670345E-5	0.6978645005381389	0.3021354994618611	0.5	0.5	0.9563755765532274	0.06963510071721335	1370.3529710155344	3354.6201295935634	3011.8624387705304	2362.7512033590056	3962.783174474896	3287.3558991783166	2848.446667711118	1905.01391767727	1925.041292342766	1527.1678071809204	3571.6454422967645	2533.1617049364963	766.8885903176347	2092.7618439156045	2338.8439373570664	922.489698473081	3167.414720428815	2935.2851835962447	2341.8245832087364	2246.78583714781	1607.7214163612227	1000.8711646778397	2075.902129354947	1140.9247552695872	1278.2808937540888	1494.5753318620125	959.3501198571731	1352.8258784128006	397.32564271997575	2116.42236658198
96000	-16377.32096099415	-181.8848410973564	-16195.436119896793	-16195.436119896793	1.0701562446649152E26	1.8867197515270367E24	9.894228191805243E20	3.507638015769103E34	2.80738869124443E22	5.0	1.0	4.0	5.0	8.0	-1360.1737757698622	4.0224088053812505E-5	8.516217549304647E-16	0.9772727272727274	6638.137732752377	4.02240880538125E-5	0.6978645005381389	0.3021354994618611	0.5	0.5	0.9563755765532274	0.06963510071721335	1387.9584502413259	3397.8040908541266	3181.291216517371	2478.2843846682154	3981.7446515345205	3032.5821251493576	2872.743401936736	1918.785768113976	1949.8620105425332	1534.6377531884737	3365.0172942780496	2553.9674228257923	799.3398057258491	2012.5247942586373	2444.9977122782166	994.4678308955951	3326.370175089776	3025.6640464824486	2448.0994146705434	2335.3164683065565	1684.9831834051304	1027.373067003485	2197.6942734600943	1193.5377659101366	1472.3337091335638	1494.5753318620125	935.2169012801431	1458.6076695614533	620.9444875570255	2283.9748475811434
98000	-16374.047697840746	-182.65689978804227	-16191.390798052704	-16191.390798052704	1.6374947018432677E25	4.156970062310802E25	1.043499549187454E22	1.0747009727615234E36	1.221997320246318E23	5.0	3.0	8.0	5.0	2.0	-1393.9982483727472	4.1635157885903106E-5	9.873110188098125E-16	0.9772727272727271	6785.7870814171365	4.1635157885903126E-5	0.6978645005381389	0.3021354994618611	0.5	0.5	0.9563755765532274	0.1068262757729904	1379.3975888249747	3376.893403771135	3003.846439570602	2494.7562270781123	3886.578513085919	3053.9398784746822	2855.013429948174	1908.2792329939407	1937.8370545338212	1525.125846355174	3488.827333707952	2540.471388323654	764.5818910894775	2070.1854515103028	2405.8834746068137	942.0937684334939	3464.9582468408803	2952.970651985929	2374.1683720129713	2331.541787958335	1692.864212026123	1007.7191836616503	2254.219518533362	1171.1382595086993	1422.5563797053767	1398.7619431696794	912.5093727416177	1307.523427692754	622.2812476185641	2338.7065786927838
100000	-16382.720824966851	-180.01130781935169	-16202.7095171475	-16202.7095171475	8.602124556420186E25	1.2390462102654807E26	6.481822274348201E22	1.8363103984394752E36	2.873538418829668E23	2.0	1.0	10.0	2.0	8.0	-1303.895218551416	4.277085433013016E-5	3.2036496811085384E-16	0.9772727272727271	6240.155034020962	4.277085433013015E-5	0.6978645005381389	0.3021354994618611	0.5	0.5	0.9563755765532274	0.11744047394163776	1386.2275850095398	3375.24625885736	2848.260455546238	2414.6284024415945	3844.9583437104125	3242.882784352392	2849.6650743289365	1872.3863592886917	1844.338351129758	1530.73964572833	3611.7848758882465	2461.0425379663116	739.1825203856614	2008.2184642169848	2426.9422218937602	1041.3013653559244	3582.3203476200188	2944.7041791790243	2322.4535803608796	2372.6207229604643	1639.3919345997383	996.357735004709	2337.2125812758304	1242.4631390041332	1323.2479739372145	1360.984850574796	1013.5006532528208	1338.7378101266715	629.9309249703298	2149.929725796245
