# BEAST v1.6.1, Build r3651
# Generated Fri Dec 13 10:58:55 NZDT 2013 [seed=1386885535471]
state	posterior	prior	likelihood	treeLikelihood	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline	cognate.loss	meanRate	coefficientOfVariation	covariance	treeModel.rootHeight	tmrca(baltic)	tmrca(baltoslav)	tmrca(celtic)	tmrca(germanic)	tmrca(indoiranian)	tmrca(iraniangrp)	tmrca(italic)	tmrca(northwestgermnc)	tmrca(toch)	tmrca(westgermnc)	age(luvian)	age(avestan)	age(oldnorse)	age(latin)	age(oldpersian)	age(oldhighgerman)	age(hittite)	age(vedic)	age(ancientgreek)	age(lycian)	age(gothic)	age(oldchurchslavonic)	age(oscan)	age(oldirish)	age(tocharian_a)	age(classicalarmenian)	age(oldenglish)	age(tocharian_b)	age(oldprussian)	age(umbrian)
32000	-13983.829370568952	-181.93486051327997	-13801.894510055672	-13801.894510055672	4.4660037803834134E8	1.439420297215836E9	1.9492677756863168E13	1.2926471766478612E11	6.036361416847604E9	3.0	6.0	5.0	5.0	4.0	-557.2919404381535	1.8405182324353746E-4	1.0	0.0	NaN	7686.832925689724	1394.5634817659466	3164.7295890469677	2812.7863778694336	2381.4687390162235	3688.2029488801154	2756.5847901647894	2842.559797177267	1947.9685052676707	1795.261372079822	1566.7944536171253	3405.051878859936	2538.2999874736847	808.100468354844	2097.2823949148574	2273.4781751020378	1046.0526915457633	3283.8739238005546	2898.234994761994	2443.6867798388853	2440.278131111576	1575.0180761738168	942.9325583415792	2155.1025027099017	1152.8004941731065	1371.318551640624	1315.4598677034917	1005.7966802583355	1361.7858528457714	649.4656896147069	2278.0961123769353
34000	-13977.196579976475	-184.60147210377778	-13792.595107872698	-13792.595107872698	1.0793878760954805E8	1.0628005834359325E10	2.507470226274576E13	1.8187727811637997E11	1.437702503271105E9	2.0	1.0	5.0	3.0	12.0	-545.1612819543362	1.7902663979726003E-4	1.0	0.0	NaN	8216.51238396653	1312.4084371464296	3346.2853742647003	2826.7056411343538	2399.2599782250822	3715.878309862598	2942.524436982463	2827.8542623593976	1948.161222961066	1808.679983346008	1578.509168263839	3405.051878859936	2474.9989585760204	860.3391051131872	2097.2823949148574	2473.498306984735	1046.0526915457633	3371.3811657036513	3064.572529691462	2408.479212577128	2609.1121056330026	1664.840926602804	898.5793712791519	2250.7255011344078	1133.8527535102287	1396.726981348092	1344.9378416779168	1005.7966802583355	1361.7858528457714	797.6333366340314	2316.1423070800015
36000	-13985.962136995977	-185.3231681056616	-13800.638968890315	-13800.638968890315	9.484338353402457E7	1.2853366381948229E10	5.618179981383293E13	1.212929539752883E13	5.88434146435468E9	1.0	8.0	10.0	2.0	2.0	-626.4235361624561	1.8487206290709995E-4	1.0	0.0	NaN	8592.132367451972	1370.0545301794014	3351.525999540539	2898.0301095890386	2399.2224025755436	3872.8156439894274	2950.350488983677	2827.8327504900394	1912.7891370123823	1808.7149098047767	1525.1542074582455	3405.051878859936	2584.1371382487464	722.2513474661972	2049.062114997758	2508.270702257442	1054.2429144049886	3305.1722848564555	3094.217549338767	2456.0928403238236	2609.1121056330026	1698.9357330406694	1029.8200661373155	2406.753516974758	1190.7983601271405	1308.3098839735017	1307.6247498966877	929.5233908472095	1384.0180824034555	511.9227192357716	2264.123269250453
38000	-13976.580255434164	-187.4377557839065	-13789.142499650257	-13789.142499650257	2.4044361668246183E8	1.2781725302136272E10	3.0472109550120575E14	7.893888374745919E13	4.367735803739197E10	4.0	7.0	5.0	2.0	5.0	-593.3431547124296	1.8784678178260613E-4	1.0	0.0	NaN	8003.16308312819	1370.0249380371686	3351.514023276818	2818.633977793489	2207.8042998647325	3903.0929476374217	2851.631668494435	2804.8570423093674	1877.4917465213068	1790.312764767936	1527.7332764441617	3405.051878859936	2522.640496330576	720.4066822328911	2187.567554354344	2505.7664599472637	999.7653869147608	3305.1722848564555	3094.7831368544516	2441.7958601355285	2642.9726075982085	1629.2582190870323	1037.3644032905245	2240.0082357591773	1127.1836918979761	1303.340856835675	1468.4645662160074	1024.338283531506	1369.0418099718877	663.8271270931021	2233.2953440227243
40000	-13985.925341414459	-186.66001717674277	-13799.265324237716	-13799.265324237716	1.0590569661070698E9	6.382787144318121E9	3.0139189841857492E16	9.85480971825568E14	2.462091485630378E10	2.0	6.0	10.0	1.0	4.0	-686.700182545139	1.9529001130016397E-4	1.0	0.0	NaN	7834.946333073322	1370.029583405345	3395.317222815204	2779.361924749433	2207.8626036859864	3829.8374874284245	2882.329285914806	2920.7665756067545	1854.8650437620215	1854.8246187734467	1555.8032374306547	3405.051878859936	2522.640496330576	813.7803001446969	2083.514170752032	2460.32380883559	1006.4532173453142	3349.977902725715	3094.7831368544516	2433.3869848717027	2608.461794093494	1687.444461076298	1056.866720036864	2423.7561836928485	1240.2635001022309	1496.3725969647396	1421.8372359044854	1035.163347352083	1402.6434734844495	610.4990289295605	2367.0254456100947
42000	-13986.819417558316	-187.64519928848256	-13799.174218269833	-13799.174218269833	1.6300211667179182E9	2.3912581164005203E11	2.7551011682884452E16	3.1248745802443865E15	1.2612809958978636E11	4.0	6.0	8.0	4.0	1.0	-713.1607763829245	1.95390377013193E-4	1.0	0.0	NaN	7694.730533816733	1370.0086610722237	3395.2872745894506	2757.8030782007577	2285.046143690731	3942.447784343124	2827.9736375663456	2848.6968913652418	1921.846142860014	1822.9245990273305	1512.1272389553658	3405.051878859936	2571.9292894830087	747.449843665584	2100.2620029592345	2441.53738520721	1033.426399639693	3386.117407413311	3055.084767891453	2476.6108736570127	2552.027917821645	1695.8788535525816	992.3511506410437	2414.506960672225	1117.3681228514622	1178.995766390471	1495.5810959718176	1013.4206248271976	1379.453980129262	587.5465359865595	2467.830147864246
44000	-13983.461779681134	-188.9756620899928	-13794.486117591141	-13794.486117591141	1.8225281102111343E10	3.72291300436661E12	5.9969772828213824E17	1.2560035281166722E16	1.0640620322803762E12	2.0	4.0	7.0	1.0	9.0	-735.8880078904972	1.933227409855226E-4	1.0	0.0	NaN	7865.695765050828	1330.2904632748898	3204.3108441853665	2791.206671139789	2291.6942340745045	3767.266508802022	2935.5086137239778	2853.0302643956375	1914.973892567323	1702.888995468065	1570.1278985171855	3392.4518773689	2562.359941701768	811.1090152011747	2208.6829927576746	2447.4487355225797	1082.8774454590775	3501.009870897083	3055.084767891453	2266.8537668703707	2624.4220830480285	1631.9823232743688	907.9290451326359	2324.302241029758	1144.786771558621	1312.5959697075507	1452.877489821083	990.9040046690375	1436.2233285987295	475.2253966736517	2400.3468327062606
46000	-13977.385798829455	-182.04489716208536	-13795.340901667369	-13795.340901667369	1.3275174279002776E11	1.4019106646507102E13	2.925695430351934E18	1.10810445747305504E17	3.2468538115742593E12	2.0	2.0	11.0	1.0	7.0	-820.3946312802507	1.8699985608628655E-4	1.0	0.0	NaN	8067.230052377374	1364.791593347689	3381.378116168406	3075.9325840554266	2199.590843017042	3696.773645783144	2853.1724821493535	2833.018571737723	1896.104455238925	1701.797178479426	1522.0324429234495	3315.069236930998	2464.103876102404	821.4734936936604	2234.245201949184	2433.127523317366	1074.007835558898	3448.1659070819346	2935.8784503087245	2431.7796630062035	2528.1590439786455	1631.9823232743688	1017.0313664040572	2276.321515978545	1302.1323393019582	1266.4552322423522	1373.4944689730344	1027.3462703758244	1290.900398542079	663.1068412381416	2380.55345470848
48000	-13982.702872821792	-183.03337105117456	-13799.669501770617	-13799.669501770617	1.2418042551563267E12	8.193073289277212E13	2.0899401504147304E19	1.24537321586176592E17	1.3640358306311693E13	14.0	1.0	1.0	3.0	4.0	-705.4557200709572	1.7826216563842262E-4	1.0	0.0	NaN	8341.023022506246	1365.6783957215432	3394.7377861971895	3236.3463421049196	2459.273512046179	3816.1383450647077	2850.884468563429	2844.2492941479936	1937.9607463940156	1708.4922556677902	1594.7659123339558	3315.069236930998	2524.671059835839	788.3294099554278	1981.8616559487969	2433.127523317366	1010.9457464601262	3159.539591881854	2940.6093590150726	2383.7887558198695	2528.1590439786455	1700.4102108369646	1067.8657139973643	2276.321515978545	1266.476855062486	1371.5945585421448	1326.0074309902004	1011.1316133716708	1326.045025838985	506.9190610155721	2475.237180085764
50000	-13982.347132046092	-181.31209735781732	-13801.035034688275	-13801.035034688275	7.51111610981327E12	7.965072772069494E14	1.4122956666167568E20	2.47145562561405344E17	4.46222173785004E14	14.0	1.0	4.0	2.0	2.0	-782.5237874657415	1.7447555327632964E-4	1.0	0.0	NaN	8066.819351773776	1348.0662240980953	3394.755781654526	3069.5343815972483	2459.274308883071	4071.7019976108795	2736.738313480343	2823.502440521089	1986.7719898005116	1708.485821351445	1526.5359667023388	3339.083954250948	2524.671059835839	869.6656759131296	2124.33178662384	2380.573382671649	1018.3817183160937	3262.8021818255697	3040.266905161908	2337.742137401515	2499.918340642619	1709.0474526132134	961.2571998853349	2310.9066778143824	1184.480272897965	1238.0484420981263	1430.922684875476	980.8872813723365	1353.9253269006288	554.0863616192873	2356.5029685412273
52000	-13985.155616501223	-196.83130870793735	-13788.324307793286	-13788.324307793286	3.8002912199402164E13	2.217513457757458E14	5.828182364037007E20	4.0152295278406483E17	1.6230281333937738E15	5.0	3.0	5.0	7.0	3.0	-883.3206858741811	1.6950086832267619E-4	1.0	0.0	NaN	8469.208757596876	1348.0555308749774	3395.5554887372796	3104.907723729045	2459.239842682615	4108.673486367288	2864.5331909985034	2823.482912989314	1982.1615284075515	1826.05456540783	1550.7505373908364	3339.083954250948	2488.9421380286667	860.5265082185626	2218.626354039035	2316.9202863542982	1053.915146709053	3389.9777812937027	3089.3010220868155	2311.24233682846	2659.2422093605733	1709.730695484209	988.7757384738812	2286.362375269719	1075.3029407073343	1293.8418472891804	1309.365282513052	985.2028580926755	1175.4830459985565	633.4326070856989	2397.532627258859
54000	-13975.831858837697	-175.75916281659127	-13800.072696021105	-13800.072696021105	2.391231754539762E13	3.478219827468894E15	6.348305293807E21	2.35075183457750144E17	5.023498934043103E15	8.0	4.0	3.0	2.0	6.0	-837.1067132502537	1.7408735651443995E-4	1.0	0.0	NaN	8515.054637982115	1348.0508610991956	3395.527922595929	3104.885277504504	2459.2729108416656	3866.462158928769	2802.4473331995932	2823.505943966227	1956.0884851890687	1778.2158043196282	1562.9589812612912	3339.083954250948	2513.484613935081	824.302233475927	2100.715984284032	2432.7314053424375	1066.2121090536318	3358.6197181856974	3029.408125085576	2395.6145108398896	2563.092826347819	1644.747978663036	993.0947941353983	2055.973605204944	1307.7376719048434	1293.0512805578219	1403.3873734729148	1062.9537285718227	1366.0989219722258	773.1366520024401	2203.6088935953594
56000	-13970.233873271736	-179.4186629315873	-13790.815210340148	-13790.815210340148	1.0057007570746992E14	1.8543295914566384E16	1.0700736271658254E22	1.1864607225050007E18	1.6844718779903324E16	8.0	1.0	1.0	4.0	9.0	-848.8538388451921	1.7723587301163359E-4	1.0	0.0	NaN	9133.79996057462	1344.0305964918077	3385.443926663439	2975.7457496559045	2389.5301114403555	3844.062943059458	2834.849791316425	2815.11722447172	1972.1757239145245	1835.4164244211747	1542.375559294567	3250.9820447499824	2538.284783050324	833.8842031846249	2136.2998659815903	2306.202870792249	1056.375491780391	3265.3705254234956	2975.208609222966	2408.5420774027893	2534.0691769789887	1639.2418814246646	993.0947941353983	2381.168455393822	1221.4420610099164	1360.5286303553812	1365.0025280437224	999.6325009365133	1344.609636209607	543.9950962226424	2252.570655837386
58000	-13984.682268894632	-187.8015377643587	-13796.880731130273	-13796.880731130273	2.3806326662517955E15	2.389106438934592E17	6.928386149866892E22	8.1630319772842476E18	6.5821117479163552E16	11.0	3.0	2.0	5.0	2.0	-909.8793362507254	1.7565453408932783E-4	1.0	0.0	NaN	8575.09419309847	1369.5908709373416	3391.835687742492	2948.03829709803	2324.357598002581	3849.8682122144487	2782.340650066559	2891.093543434252	1961.0385278890226	1835.4100155195217	1573.030890588832	3250.9820447499824	2499.886775553711	811.3378342134071	2190.812234779433	2322.508570613729	973.9019617562726	3221.089099997872	2975.208609222966	2408.5420774027893	2534.0691769789887	1626.7784229147749	1113.4370189941455	2245.972872522757	1262.5757653025773	1305.306852214502	1256.849620791341	1041.5348726471339	1229.7688361873527	509.11722502331247	2248.5867111848356
60000	-13987.030124373861	-189.66474061258924	-13797.365383761273	-13797.365383761273	1.3842421749381142E16	7.0349545304126362E18	2.5624437817695244E23	7.5403355189097E19	2.04799814993473856E17	4.0	6.0	8.0	1.0	4.0	-1045.4665639928012	1.763641400736696E-4	1.0	0.0	NaN	8627.193257997067	1364.2669032747663	3394.871215536087	2874.584956185523	2369.54708267936	3885.3755134220805	2765.592366671038	2854.8819494435893	1950.0927035069933	1796.4348928837705	1553.0175080951785	3250.9820447499824	2518.0013724847363	783.2774304382002	2072.1017469845347	2254.32754273889	1031.031940944232	3421.8324334837243	3060.182664142389	2463.1741666972293	2673.6915692580374	1689.7167085217404	891.6757981625243	2173.274993727285	1310.3212072105969	1396.2039917268803	1307.8621596252758	1030.1442045450144	1276.86865512716	521.5723329445212	2364.8492384474325
62000	-13978.324448072737	-188.4720198709047	-13789.852428201832	-13789.852428201832	5.1018464375659928E16	2.354115230806558E19	2.632363444922749E24	1.4605277577353791E20	8.3314108409865946E17	4.0	4.0	1.0	7.0	7.0	-1002.3962609570135	1.8260387454535664E-4	1.0	0.0	NaN	7871.258979563207	1350.267983190414	3254.6121156811614	2845.0633285678637	2345.224011402945	3749.553649842067	2713.426454326762	2825.6073298024858	1889.2687941572894	1778.03607584322	1532.7575458527044	3204.0652820252562	2494.786731190876	798.8063909967387	2272.7519856233844	2254.32754273889	1110.919536628429	3218.1542235638367	3060.182664142389	2394.7276958065163	2606.0032438914377	1647.2978328362103	911.7683925601289	2321.7306714884694	1273.893721299276	1303.7468489107246	1522.1786685331442	989.4989881962236	1415.191036637617	519.6301376014668	2278.718137683089
64000	-13974.119472119897	-180.88229730090427	-13793.237174818993	-13793.237174818993	1.5028053948906647E18	3.309222948678741E20	1.4967523296968349E25	6.973310914761186E19	5.1823769206255811E18	9.0	2.0	5.0	1.0	6.0	-1065.2632229152903	1.945823911250926E-4	1.0	0.0	NaN	7662.17964573442	1343.9710959874976	3146.7729184614745	2541.2635049848413	2334.3434713573747	3933.8213792947236	2786.267485355977	2812.447448440059	1894.654883666082	1748.394103876853	1538.3010071654978	3213.316211612878	2494.786731190876	777.5505317149028	2182.208935335915	2410.516952988466	1047.0327655903575	3395.603254848	3150.498989739995	2394.7276958065163	2605.2594903074105	1648.3560652185695	1035.86286178941	2269.038917016358	1168.1690507502167	1310.772842842856	1501.6855392741518	962.1822653064061	1404.7540668033512	711.7052038147214	2363.8694054827224
66000	-13971.06191342838	-179.67582977618494	-13791.386083652196	-13791.386083652196	3.1664340470983123E19	5.68434011149338E21	3.204191573927339E25	3.0020113345362303E20	1.0383870253432973E19	10.0	6.0	2.0	1.0	4.0	-1089.3255401541503	1.7970103621756456E-4	1.0	0.0	NaN	7909.1919155280975	1392.4582253095762	3251.4966633360227	2736.4781376130786	2376.346060662452	3747.9566100154298	2805.452741578381	2817.764541776356	1973.4092727549694	1751.6297851994768	1515.140256471193	3213.316211612878	2494.786731190876	787.7979816998779	2027.3382777122126	2410.516952988466	1053.6238517122601	3395.603254848	2949.5789192233615	2372.7026494388406	2595.5975408253985	1663.1972459345538	1046.6882742237883	2227.0901383782075	1183.8184802606283	1306.8558673649777	1465.1776467128407	1010.9131318481152	1274.1417807300636	575.8692212562892	2362.694483515245
68000	-13982.455361782393	-188.27679561565859	-13794.178566166735	-13794.178566166735	3.176036197454368E20	5.367676091629174E21	1.4709158622529782E25	4.098734134505786E20	3.839808008469232E19	3.0	5.0	8.0	2.0	5.0	-1175.7969737378842	1.8808844848828692E-4	1.0	0.0	NaN	8307.3835748258	1384.9268397279245	3260.0828981905174	2786.930668688703	2382.6456462810197	3887.0376095012953	2905.437207361089	2825.199931533914	1907.3696270244952	1756.134779040369	1527.8437655865362	3213.316211612878	2638.283142437481	786.938684897371	2044.5526922278646	2404.7072672285726	1046.8772061956467	3276.816820285244	3133.2658100142553	2372.7026494388406	2578.004452514813	1669.5422334996226	1010.7052729870662	2258.7669846567633	1025.1108783204088	1210.54461954525	1421.023011879376	1040.7540312892725	1321.0330296239456	763.4912275034225	2290.9100932204224
70000	-13979.345679282302	-186.0926544801833	-13793.253024802118	-13793.253024802118	2.0925882961483284E21	5.926989045642469E21	2.082713034437782E25	1.272077945588754E22	4.424002071496932E20	4.0	9.0	5.0	4.0	1.0	-1190.195319575136	1.7475944163329024E-4	1.0	0.0	NaN	8255.195796118638	1332.0291950099067	3247.2112971150527	2775.905775463155	2373.2489195984813	4082.6871010187524	2933.5372561164554	2841.361435340364	1899.8888815974612	1783.808187478984	1527.5421373344536	3213.316211612878	2600.09686228594	775.7936043725623	2024.0125396226533	2364.3066002025284	1018.0441577627322	3383.379093092982	3162.8534514853213	2372.7026494388406	2609.99637843948	1669.5422334996226	939.2059849182972	2326.280592787132	1196.8986142028657	1410.5541724058628	1620.9966526560422	1007.8660705038826	1285.8252416308935	697.2975429357184	2379.263643779654
72000	-13979.233779429933	-184.32039520802536	-13794.913384221907	-13794.913384221907	3.564309358388199E21	1.3832541828170664E22	2.296305626186001E26	6.293826747617293E22	4.860742142471012E21	2.0	9.0	1.0	8.0	3.0	-1188.5587911625403	1.7866311481261115E-4	1.0	0.0	NaN	8098.8155193212915	1334.62946383864	3229.094704767097	3114.090914397869	2363.504094674831	3864.0504753329583	2851.5911051834623	2825.4839802695874	1847.1300048848505	1773.848793182445	1531.698950247587	3213.316211612878	2600.09686228594	782.5604357857867	2129.991659310447	2397.902318358726	1057.0663031094207	3431.425321761658	3095.469039189455	2461.749420773172	2332.5338351461155	1669.5422334996226	1017.8603676609075	2422.756716877228	1365.590492455348	1301.809637008571	1279.6984960407199	1007.8660705038826	1312.8799236659693	727.0376431835655	2497.062649437177
74000	-13971.28762704286	-177.76300944707748	-13793.524617595784	-13793.524617595784	2.5301460580236356E22	4.505151063156269E22	1.4183968584036486E27	8.067757618615214E23	3.408847668347998E23	13.0	5.0	1.0	1.0	3.0	-1211.541557175067	1.7376563836014647E-4	1.0	0.0	NaN	9026.77029627076	1331.1499294230969	3346.2954617751343	2958.16023227495	2357.406723103007	3967.6676112097507	2747.553554124452	2818.1893141917412	1933.744664386254	1807.155639492126	1536.867577346738	3214.676130366627	2540.3683480998798	730.4811324171505	2061.091105100464	2397.902318358726	1049.0928041316158	3364.8052043364987	3121.3584821163063	2440.668566524549	2419.5014190884895	1649.335522925772	1069.6524828020747	2293.8515170061396	1185.0007937625107	1430.365526861027	1499.7042566469522	925.5138813925611	1315.2131190261075	648.6901587875246	2415.5012978909913
76000	-13974.808112445022	-188.12209388496606	-13786.686018560056	-13786.686018560056	4.702848838755471E22	3.593700175102272E23	1.1321040888940297E28	3.317485774324928E24	6.471020775491124E24	5.0	6.0	3.0	2.0	7.0	-1293.0745526778744	1.8115950677234934E-4	1.0	0.0	NaN	8361.26598560123	1332.6277141510782	3346.2785293440706	2799.384558890218	2357.452542706822	3839.576021945368	2858.5212929992813	2818.2315302156544	1939.6840649517392	1845.8519590912263	1606.086041422248	3214.676130366627	2555.763640842614	742.3119300914597	2111.5993154207426	2391.8543678218393	959.5935892771344	3468.5836070403443	2940.8960418360534	2428.8531735346805	2617.583355379979	1635.6727071391379	1021.8310333828211	2318.2499193333456	1140.1297669420624	1401.0506670399145	1435.055060039568	946.1412460052217	1395.0643784073125	767.5752876358001	2412.271416828107
78000	-13973.068148974024	-178.1761115406872	-13794.892037433336	-13794.892037433336	6.850386980611555E23	1.1496651041430663E24	1.553605019150229E28	9.480228807913477E24	1.152366176179451E25	1.0	2.0	13.0	6.0	1.0	-1412.329225408675	1.928937979539665E-4	1.0	0.0	NaN	7642.720321828969	1349.7618110414626	3339.5759340400473	2718.8032235577057	2387.43463940468	3889.4731931756232	2815.2450188697735	2833.3117820780058	1925.8298743993003	1842.203738669185	1517.549372664808	3214.676130366627	2542.729470781732	834.7430765542844	2111.5993154207426	2407.9850864107416	1051.6962520245675	3399.8665320259192	2980.9684784581987	2399.382671943744	2454.968344962228	1671.403652492593	1050.9652573542792	2263.693795934087	1246.9498857616802	1426.3116671458201	1378.6870108613025	1053.8571127489834	1391.4209912366712	851.6532959721833	2316.3715895163086
80000	-13974.71216278005	-174.99561129115565	-13799.716551488895	-13799.716551488895	1.2193475660559128E25	1.1000440672581777E24	1.0250277811964263E29	1.0108572168594621E26	5.09171282196829E25	4.0	2.0	6.0	2.0	9.0	-1395.0508791456834	1.7751252689299083E-4	1.0	0.0	NaN	8192.404164181507	1350.3944754668123	3341.3501559724155	2972.525491655254	2476.5409457800192	3820.5010487662594	2816.709826891113	2834.7932051245416	1850.0652698298984	1792.1698895884047	1550.9107060425426	3211.9118836721827	2542.729470781732	748.5767397241576	2077.6473745124003	2418.5398334656907	1065.0419713245456	3475.4586566913254	2995.433391094124	2397.3730028194327	2405.342176166446	1625.802599409283	1040.538710079647	2389.929444487936	1173.38841352333	1386.318866796779	1376.0145850215204	1022.130131277459	1453.2722084438312	546.4393708333874	2420.613122487806
82000	-13975.523187459397	-193.52933066715767	-13781.99385679224	-13781.99385679224	6.203909936362368E25	5.915893178186092E24	1.1043628326505662E30	4.655306599761285E26	2.3691381090196327E26	3.0	2.0	4.0	10.0	4.0	-1425.9272324143442	1.8957852475591156E-4	1.0	0.0	NaN	8214.254885968516	1322.283180710428	3335.8334296462385	2724.512762778823	2269.954987557934	3629.463017163283	2867.6510675253644	2821.6774334536717	1894.1697372407432	1889.8479163333948	1543.7392383981014	3209.585433178982	2542.729470781732	812.9529454098505	2034.5541795367496	2391.774341387975	1019.1645781877322	3173.749929400189	2940.1223546153974	2391.047745260534	2712.7818285611647	1625.802599409283	1019.1051014450873	2368.691586276656	1195.0967840933702	1317.5394611562845	1557.4601132049363	1052.6296650794586	1409.0786393967724	810.6651353952725	2299.3106803243836
84000	-13974.493536228567	-190.37139844788697	-13784.12213778068	-13784.12213778068	6.395439667402246E25	4.696478999828844E25	1.3924531167210964E31	2.117845051944245E28	1.4205267391412883E27	1.0	3.0	1.0	11.0	7.0	-1463.5621140212795	1.8659858527640027E-4	1.0	0.0	NaN	8001.824150185143	1322.344054428332	3335.7979996135227	2815.4277835215084	2250.805002095394	3810.784302501002	2808.835810344878	2821.6702125324373	1836.0283145927121	1915.4070301025315	1579.4503357621259	3209.585433178982	2605.776528009297	796.6222121956704	2056.544235948065	2300.998782852987	1010.4248740738988	3415.6905650602744	3060.2358081999023	2383.435351300943	2661.404919994445	1675.9916002959221	1016.3401072066395	2316.423529794807	1110.7560428641154	1433.499617895979	1467.4739417229605	992.5450762686887	1366.0958107823249	716.2499560712733	2277.25881959192
86000	-13978.108680064006	-187.6846669994647	-13790.424013064541	-13790.424013064541	2.166352907065171E26	5.6808756775896695E26	6.213847496771668E32	3.0314256020402004E29	2.8334186589255864E27	2.0	6.0	12.0	1.0	2.0	-1591.3270244475461	1.8663369070300612E-4	1.0	0.0	NaN	8571.471849893833	1347.9906385434942	3300.032969981132	2877.4403423164044	2254.3897212598117	3901.097790782006	2929.9555253144836	2826.1854713150046	1897.0070242527731	1691.4193327486491	1533.2150195211927	3157.8694772133085	2486.3954876362877	817.2622445360087	2047.4340789273929	2483.559365574217	1088.057260768841	3278.314917828592	3035.649798124487	2452.9791966486514	2497.065825806565	1597.23677683351	989.6520174184342	2338.2617558998413	1082.5389000974599	1379.9433940187787	1367.0816040041013	1040.3467291172944	1223.474107740785	676.4974297948143	2485.245956747957
88000	-13975.656320029395	-190.9515622277515	-13784.704757801643	-13784.704757801643	9.381195176162546E25	1.648453125436016E27	4.5472639331095957E33	1.0888622952122883E30	2.297318676786338E27	3.0	6.0	11.0	2.0	1.0	-1609.2528968213112	1.949764649381409E-4	1.0	0.0	NaN	7986.894159321117	1353.8771630878864	3314.552981617867	2710.9068708327454	2269.940073799465	3798.5579598077434	2848.51496485557	2839.685719527155	1907.5237366940758	1733.6811085745967	1570.0596245898107	3157.8694772133085	2632.0903310322965	825.9243338158699	2095.6223569058543	2424.2165150858755	1016.2899652998383	3218.6962816849286	2928.4086456243854	2414.8738190192157	2623.772182901376	1597.23677683351	1066.6776264456637	2338.2617558998413	1270.7676081820348	1312.9315274243254	1305.3422166465236	1068.205260528908	1301.122745411661	571.3841960689299	2257.025949798586
90000	-13973.120187604267	-190.05582721142818	-13783.064360392838	-13783.064360392838	7.957277986834002E26	1.894419480181687E28	2.9985447989155317E34	1.5802900751054646E30	1.7239052304203668E28	2.0	3.0	3.0	7.0	8.0	-1564.2564716637826	1.8653506566966666E-4	1.0	0.0	NaN	7876.760280546054	1368.6074543628783	3379.803971729465	2725.370452624847	2261.300883391403	3840.103816294746	2779.897342068897	2826.776634224164	1955.9036848238475	1752.649045244312	1523.6736483071643	3205.0418696265515	2632.0903310322965	833.6962842212538	2212.572263453656	2342.0810506954085	1024.9248985113063	3298.151231099318	3097.26264377272	2383.704412060924	2570.2134065153796	1634.3755976998038	1029.8462383051651	2295.431603283231	1235.793688013974	1343.8029875238485	1398.3600833190121	1068.205260528908	1355.8372221679726	873.3831356846933	2207.037232146849
92000	-13967.112863915247	-184.4470978983792	-13782.665766016868	-13782.665766016868	5.353671419361509E27	2.444611862194999E29	6.961205600038512E34	5.895085461099689E30	1.6823729424710623E28	1.0	5.0	8.0	3.0	6.0	-1646.5283597584853	1.9163686886258373E-4	1.0	0.0	NaN	7888.341146884028	1368.572418416337	3368.869114516472	2676.8229843814543	2267.9504017142717	3800.045538667854	2847.198519698724	2826.8200719420342	1931.7118767916816	1752.666157198191	1561.152484123603	3202.433691189799	2561.1208579408108	765.5448093766053	2189.307766222229	2380.168021415292	1066.5252014008336	3286.199032546399	2899.021063743227	2311.9619785264626	2570.4919083799723	1634.3755976998038	992.5525740394133	2295.431603283231	1133.8175076953078	1415.8078090065408	1476.65984862334	1061.160524821453	1393.077314915901	580.8017093515665	2349.3765213406796
94000	-13966.367726854742	-177.56790818938856	-13788.799818665353	-13788.799818665353	2.6948731046981817E27	2.5332834180790288E30	1.0910546048625893E36	9.270446384077909E30	1.1592909716539078E29	7.0	4.0	5.0	3.0	4.0	-1618.6616151987794	1.901909743086515E-4	1.0	0.0	NaN	7739.858974330511	1358.5939092728797	3379.13511209304	2881.882831244004	2323.7082977849227	3776.032906644851	2744.3067593561227	2859.6407973188802	1915.4750090265384	1757.951178134602	1554.6246151992375	3202.433691189799	2567.4381137972373	812.2743189905917	2047.731896262698	2318.424062314286	1030.3270874582827	3286.199032546399	3057.2023772941966	2419.343688772103	2512.232149999905	1649.1817760871518	1032.0953575265971	2295.9358770761937	1153.6285105170239	1334.328709719655	1486.352453219438	1026.8194012120123	1243.80251342317	616.0458582369747	2269.576346338429
96000	-13968.796099035118	-176.62203234981374	-13792.174066685304	-13792.174066685304	5.253480938830923E27	1.1023364057297392E31	1.3474192536600407E36	1.0333143374983825E32	2.5600741272136787E30	5.0	4.0	3.0	5.0	6.0	-1643.3104907199336	1.8844143552388526E-4	1.0	0.0	NaN	8079.995976617161	1358.6252931956503	3317.5968917266055	2899.831368927824	2356.379903552324	3776.0158304778156	2855.186419026839	2814.421448627122	1939.0638348767436	1740.5180239630356	1531.9331116000649	3202.433691189799	2477.780693907708	760.4133148317192	2047.731896262698	2432.1574035237095	1044.0080166898736	3355.2660971711957	2956.1347734306173	2421.7740769982183	2606.0721240987614	1649.6573840735302	989.5761109685482	2298.049034928616	1201.6021871723221	1338.6962591337904	1451.8319147436048	1015.3609160800356	1366.4551678294679	597.8999031134658	2303.805747746542
