# BEAST v1.6.1, Build r3651
# Generated Fri Dec 13 10:58:55 NZDT 2013 [seed=1386885535471]
state	posterior	prior	likelihood	treeLikelihood	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline	cognate.loss	meanRate	coefficientOfVariation	covariance	treeModel.rootHeight	tmrca(baltic)	tmrca(baltoslav)	tmrca(celtic)	tmrca(germanic)	tmrca(indoiranian)	tmrca(iraniangrp)	tmrca(italic)	tmrca(northwestgermnc)	tmrca(toch)	tmrca(westgermnc)	age(luvian)	age(avestan)	age(oldnorse)	age(latin)	age(oldpersian)	age(oldhighgerman)	age(hittite)	age(vedic)	age(ancientgreek)	age(lycian)	age(gothic)	age(oldchurchslavonic)	age(oscan)	age(oldirish)	age(tocharian_a)	age(classicalarmenian)	age(oldenglish)	age(tocharian_b)	age(oldprussian)	age(umbrian)
98000	-13977.798896264976	-180.55174289402117	-13797.247153370954	-13797.247153370954	6.158695310929569E27	2.8408574796098233E31	3.84542462001567E36	1.977179130843906E32	3.667152175106361E30	9.0	1.0	3.0	4.0	6.0	-1620.7524337004738	1.9246651208810214E-4	1.0	0.0	NaN	8179.579459620047	1335.7495992451472	3317.6262003274537	2899.8145118170623	2309.6546990441957	3710.3728351572254	2878.6995275200015	2814.4268128305157	1880.33389699695	1789.5089586652318	1582.8317060885329	3202.433691189799	2497.581621895666	823.4811652366936	2072.9525864230636	2403.075614545174	987.3148469078525	3448.81254581926	3012.4353804381076	2419.7935220694026	2472.5044408334834	1611.310877052691	1111.3624745685115	2311.703994109461	1162.797409588526	1329.9865687518425	1392.2242198470888	1067.3636471416435	1391.107289351979	558.8686824408607	2313.480640173673
100000	-13976.365825577455	-187.95978996755494	-13788.4060356099	-13788.4060356099	5.456314398578211E28	8.492190238087634E32	6.357732801179567E36	5.224104403912892E32	2.325127306322358E31	7.0	4.0	1.0	1.0	10.0	-1648.7894410097836	1.9438171493936022E-4	1.0	0.0	NaN	8050.572839306038	1354.63943860722	3152.7146960956525	2664.118821302467	2306.5537718649975	3714.22017132558	2754.085677900984	2847.2807797202913	1926.1044671440943	1787.0856708144079	1516.1013941202468	3202.2071808915193	2597.0746160219283	840.6001124377852	2153.09698461687	2443.819183009169	1043.3613597960718	3186.7280389418825	3004.141530934757	2408.274956677998	2574.364840803236	1643.7504667529793	996.4980056251919	2330.049007777176	1166.807322020231	1348.7631877319175	1433.3209643326159	1069.8978559486163	1438.1421329073041	491.59668629172705	2478.30664858364
102000	-13967.040810739287	-186.94959047097015	-13780.091220268318	-13780.091220268318	1.166712500878092E29	1.7696404582191762E33	1.7816080843538582E37	1.3494997690410589E34	5.104889137303249E31	4.0	4.0	1.0	8.0	6.0	-1726.4771701792995	1.9403272472999456E-4	1.0	0.0	NaN	7574.708596687129	1362.9900492052611	3104.4092460479383	2641.7562462771784	2319.1590420605576	3738.449775498713	2804.9322384258608	2825.681590293696	1884.397020039794	1773.4828920447778	1569.7991792347807	3202.2071808915193	2597.0746160219283	811.2028615619265	2157.3809225529267	2401.620132905082	1110.424503300006	3294.1681658329126	3022.056862474436	2408.274956677998	2571.209801521558	1666.9973831114514	981.8271464313974	2464.3310352893504	1170.6446694042047	1348.7631877319175	1439.0342473029625	983.0384206728444	1458.5710318519018	695.849985815748	2448.851618316057
104000	-13973.653099324154	-188.4393971735962	-13785.213702150559	-13785.213702150559	5.205798053799762E29	6.772823585899129E33	1.7046643124290714E37	6.913957626230361E34	8.566216059865294E31	1.0	8.0	5.0	3.0	6.0	-1802.0877231190927	1.8977841651740605E-4	1.0	0.0	NaN	7751.181071814635	1360.1249686273648	3257.9264868349633	3003.678105025733	2314.306449746842	3790.4019411772765	2836.6116635027815	2815.327631382578	1851.5395544629728	1768.9166570740265	1539.9405496865302	3202.2071808915193	2573.7972707527038	842.5372359282072	1971.125775935565	2419.0325832952576	993.8431648227164	3407.62560161907	2969.3614336851833	2405.416777420206	2640.239562500112	1675.8099574562864	1043.175208117161	2503.3785005410255	1233.535252450316	1385.21243429381	1416.27036257891	985.3768055718995	1254.1406121720984	631.1778352743128	2366.1065200300263
106000	-13971.707705411993	-187.92039008529665	-13783.787315326696	-13783.787315326696	8.981518031817571E30	5.274142085356997E34	9.704485828466654E37	1.6338627906824966E35	7.562717144085959E31	6.0	2.0	7.0	5.0	3.0	-1825.4326369723917	1.8760133494272082E-4	1.0	0.0	NaN	8089.933310890756	1359.1179484260144	3195.994123217669	3015.0123069272595	2423.3045750142996	3830.696458872171	2806.2821479633685	2842.6032829128217	1968.0469534958443	1768.9729162184533	1555.5969584990125	3202.2071808915193	2519.2794181813088	847.5195392312602	2216.9239396818125	2385.082755425237	1029.7015904253376	3362.576864649947	3150.0847367734423	2362.6571283119397	2663.7593605984594	1613.695293352402	1010.9801503729909	2275.054040691224	1233.535252450316	1340.929315966158	1322.7734802345833	985.3768055718995	1262.7777214536427	509.93985097711044	2352.811481049226
108000	-13975.398613116116	-175.67263786947163	-13799.725975246645	-13799.725975246645	5.075788098687577E31	3.01124930470111E35	1.1286860870598126E39	1.7049410850526168E36	4.772649841298261E32	5.0	1.0	6.0	2.0	9.0	-1830.310978344252	1.879525196609691E-4	1.0	0.0	NaN	8194.256443827519	1359.1397585961286	3383.993680592259	2833.0958803285102	2354.458178719556	3862.6019521011976	2775.796786938834	2842.601862792494	1987.3996194423469	1768.997511374473	1562.3076990288782	3202.2071808915193	2505.457902625906	798.7088015090023	2154.4236820219803	2380.3379244698685	1110.8442536034522	3357.0681193340924	3125.445967591199	2316.009401622284	2388.427783438909	1677.867160016205	971.1896053704812	2129.7182496976416	1237.881723971467	1305.4026732466027	1430.081303112073	1037.9741639466808	1313.8784829098054	620.2030911974631	2241.2258796434953
110000	-13970.913253590894	-183.18565696392773	-13787.727596626966	-13787.727596626966	3.3030753711443736E32	2.9775949411801965E35	4.399436273668077E40	4.0102866402285194E37	8.37520523318263E32	1.0	6.0	4.0	1.0	11.0	-1859.7791577551288	1.8451386256927165E-4	1.0	0.0	NaN	8167.332536995778	1337.3396102848644	3384.022317871949	2831.8631731536298	2354.446100284933	3920.356149763158	2675.325598182647	2808.224401558362	1913.0617260408956	1768.959011472101	1578.627668261461	3202.2071808915193	2552.6603343381003	796.1413833409907	2152.527015476515	2230.659959716182	1104.6522774473601	3372.1424139573173	3087.461287863419	2320.863967631099	2540.700989542283	1652.2455180467903	976.7935816214064	2208.667008480619	1198.350601022041	1342.4258436894186	1486.4113853599263	990.6840572530488	1347.2570708053445	670.1127718097925	2324.380053936704
112000	-13969.775623377209	-182.92513062469084	-13786.850492752517	-13786.850492752517	2.210203717310593E33	5.432165340723576E36	4.8751818098958605E40	8.721515801746459E38	5.197714131269156E33	7.0	3.0	3.0	8.0	2.0	-1944.846902911885	1.891953500769461E-4	1.0	0.0	NaN	7969.559280919727	1359.1152104525934	3295.7232229485753	2607.682092880385	2354.497104987314	3920.3561130281355	2726.140230391207	2808.2495404118113	1940.023578760235	1769.008062788941	1547.6721458996178	3202.2071808915193	2534.2104341443846	745.5290094356565	2181.450927861465	2422.9112985715865	1073.3223820761987	3316.465245829716	3064.9978612289565	2401.775830155067	2516.5403548791937	1652.2455180467903	907.9227998071221	2290.7643060733267	1147.7585125330306	1346.7901800356	1433.4523547167641	1041.3992022196683	1292.4560248690077	535.6094243140045	2495.3546830250602
114000	-13978.581520847067	-190.90993017942026	-13787.671590667647	-13787.671590667647	7.790715320644541E33	6.560045293503434E36	7.81303373680282E40	2.858217003551996E39	1.3437314896861578E34	6.0	7.0	1.0	7.0	2.0	-1948.930871159093	2.0535467982980653E-4	1.0	0.0	NaN	7710.439834183832	1359.1256026118153	3292.5877771882124	2749.659966097545	2354.566647294105	3796.6675550040372	2731.4192306090235	2808.231139437507	2005.4207316955271	1799.8874346182079	1533.519419343185	3202.2071808915193	2534.2104341443846	840.6109774708959	2162.2902926059705	2263.415357390892	1004.666552352058	3381.3386486044665	3059.3025285136864	2431.504631208934	2619.8686047530036	1652.2455180467903	972.7019154649649	2413.9989649006816	1303.8323219661554	1346.7901800356	1380.466060070391	1028.2915207451133	1299.2061400531009	699.2036304100168	2423.171146184685
116000	-13982.571125759085	-184.8500426115085	-13797.721083147577	-13797.721083147577	1.0196444092298869E34	1.0792949182096568E37	4.358752192414775E41	1.1892178132180168E40	1.405849879177152E35	1.0	8.0	4.0	4.0	6.0	-1998.689216639853	1.940275372934073E-4	1.0	0.0	NaN	8080.374246300728	1359.1125634197174	3319.7128370620458	2874.7927300029055	2406.0484040625697	3739.3705683319636	2711.749700313008	2862.772362773834	1918.6379517342414	1804.1403272513685	1546.2341522911772	3202.2071808915193	2534.2104341443846	762.0843593182859	2081.158577246317	2338.33171148065	1017.391041357137	3146.357207425069	2832.181381916754	2431.504631208934	2569.4268168863855	1651.3206426703305	1019.3640968158371	2367.095778841469	1234.3058806238191	1429.8085024869924	1537.2185747628246	1016.6217084391664	1353.7984321834283	690.7741799196586	2469.7231349729445
118000	-13980.214850618078	-189.4250262532256	-13790.789824364852	-13790.789824364852	4.693569929351685E34	2.219409862033827E37	7.476764396732471E42	4.648986008801114E40	2.3086337032268676E35	2.0	3.0	5.0	6.0	7.0	-2043.0789688267976	1.8194448600115001E-4	1.0	0.0	NaN	8132.477943697921	1366.9648515179354	3363.1461762878776	2842.2376929165575	2332.0337409817453	3591.3715042339295	2816.492417424958	2820.6432226457478	1839.6229258588044	1872.0061839620632	1555.1646957753621	3202.2071808915193	2534.2104341443846	692.4582987941765	2035.6932038985544	2338.33171148065	1086.4230900535506	3467.8545028812546	2803.416104514033	2393.958802161405	2635.5082027224435	1651.3206426703305	1082.4631616934707	2458.0109252942107	1162.0193303848573	1446.3913543212932	1410.1704025713148	1020.599296401246	1359.0060339299491	577.6945862164661	2315.0441368795628
120000	-13969.570605502986	-188.60441960285195	-13780.966185900133	-13780.966185900133	5.106331939687397E34	9.10780920305163E37	2.9221670960960527E43	1.857989734121366E41	1.5451025503913828E35	6.0	1.0	10.0	5.0	1.0	-2123.902860707592	1.7311330676893352E-4	1.0	0.0	NaN	8277.940379227071	1365.4407841777984	3359.3364710357605	2999.196271218174	2329.3979339378043	3811.0952569687383	2799.082773275044	2818.892925487764	1927.5716049264342	1869.8639711207773	1535.9014802147553	3202.2071808915193	2565.141882015035	719.1273308793883	2240.0042434649617	2303.205105675405	1053.4123177352874	3289.094010303489	2883.55962043411	2373.175078026126	2613.3636986690167	1654.8434067915036	1000.0940214419182	2325.96108039877	1137.4338031928883	1361.2528598512972	1399.674496181921	1002.0903153060029	1412.4583656587815	619.3461253679867	2382.550453435911
122000	-13971.808975180174	-190.50620083253023	-13781.302774347645	-13781.302774347645	5.865297106505023E35	4.6630275674028565E38	2.318702955689926E44	1.8613175863938234E42	6.752320323554597E35	9.0	1.0	5.0	6.0	2.0	-2090.027321292571	1.8974684148714285E-4	1.0	0.0	NaN	7901.029023665489	1369.5460867737695	3369.5579787520514	2963.1188928398083	2336.518689792291	3804.9109926409246	2780.6139024153103	2827.4062460364903	1988.617332730275	1827.2050349032193	1536.946945613942	3202.2071808915193	2565.141882015035	782.0977357906378	2148.983044626459	2402.9744727390757	1079.368707234306	3281.792915071961	3040.95936895389	2520.188429867419	2608.4830950744313	1654.8434067915036	1079.196198768229	2319.737841728751	1213.1116785836107	1455.390776905927	1433.1969912319298	1034.0979255713555	1316.692905372189	638.4529721510379	2511.916826042477
124000	-13969.92398732078	-187.99698016970953	-13781.927007151071	-13781.927007151071	1.483901812665239E36	4.935857623794184E39	4.8247122796601203E45	1.4169812843161853E43	1.1724843154470892E36	3.0	5.0	1.0	9.0	5.0	-2121.538151330923	1.8900171786308E-4	1.0	0.0	NaN	7868.785163598277	1356.6835361712226	3284.668640034609	2770.605053277483	2227.6839625149623	3707.3163480623894	2840.91511062283	2836.446242361096	1934.601142122131	1833.0148931392027	1541.9450535879773	3202.2071808915193	2539.338213695391	800.8308029816891	2107.2122602230565	2393.392528896465	1093.1698488782772	3303.1335911705705	2995.7749315246747	2419.0598203255613	2689.812718788935	1654.8434067915036	1020.0550891771219	2169.1389048075725	1229.1173014191081	1386.603867893155	1290.6587457127139	1016.3335213757794	1335.1789844454465	707.7394199031954	2353.1154959753258
126000	-13976.63436476262	-182.6028027618693	-13794.031562000751	-13794.031562000751	2.966106379107574E36	7.218193346309643E39	1.3441195615215678E47	1.1702569399525338E44	6.248217951126768E37	2.0	3.0	4.0	8.0	6.0	-2211.297258947547	1.7918933953393922E-4	1.0	0.0	NaN	7969.61962437616	1365.4998903338999	3311.5395476006865	2808.7525482471933	2442.835655592066	3759.388918711748	2798.638986273069	2854.868624090473	1908.9985091118233	1804.0486100792868	1556.5992875605302	3202.2071808915193	2539.338213695391	800.8308029816891	2024.5019099975175	2402.2081013692537	1076.3254284392249	3435.8347719132985	3134.645282160912	2487.8717009271973	2636.1377042815234	1640.334944528223	1042.881805117157	2330.0734831319105	1200.3485434004683	1436.5552348530846	1446.0736581618332	1044.774889460475	1317.4838618452552	493.66870681129535	2380.503379455332
128000	-13971.594598465137	-179.79952151281938	-13791.795076952318	-13791.795076952318	4.6646103354847235E37	5.607916765353725E40	7.012067703700953E47	1.0523402787616505E45	9.573358825068172E37	1.0	6.0	1.0	12.0	3.0	-2266.2423290438614	1.8355315057701967E-4	1.0	0.0	NaN	8268.318103350035	1340.4608649172658	3258.3257874999067	2868.765831314169	2357.5804761852264	3951.5984567010332	2924.3671389070537	2854.876034966713	1963.9456626976832	1804.0427361738193	1540.484896184859	3202.2071808915193	2504.9266571277544	860.0999281206347	2161.444797194879	2402.2081013692537	1035.0380126052323	3345.9727118978703	2980.7215085762846	2440.7935100784566	2425.9233237702438	1680.223813811806	988.9049544021561	2330.0734831319105	1198.2948135898262	1433.6194336905244	1444.3568121902638	988.6683412595427	1274.9772552876846	665.0881402341474	2436.027267050729
130000	-13977.025258069034	-188.7826093157915	-13788.242648753243	-13788.242648753243	8.685523464297866E38	2.236426021714868E41	6.390070470172207E47	1.0723234014212132E45	1.074787802511286E39	1.0	3.0	2.0	7.0	10.0	-2219.977501108257	1.950749198328215E-4	1.0	0.0	NaN	7741.28825341345	1340.4813405232126	3361.3001988073243	3005.455000183746	2393.919575166751	3761.06404800159	2928.955959055799	2836.6450651690548	1895.077402783413	1804.07853871089	1584.3688412306146	3202.2071808915193	2631.6552787628293	783.3600518761139	2117.8058220180833	2481.5640273928047	1010.2993541113625	3394.9492621812883	2960.781492323538	2440.7935100784566	2640.2291394925965	1640.7532593212757	967.0065580427392	2379.5672230104	1294.6593065488946	1401.273837961359	1509.5518828060456	977.1675345614491	1383.7456535798783	610.7069212976569	2510.9294482084533
132000	-13975.0070048533	-186.79903207760674	-13788.207972775694	-13788.207972775694	4.760874417598268E39	4.683707670155108E41	3.9476799841211134E48	3.804460346541453E46	3.3423665369107174E39	4.0	4.0	1.0	5.0	9.0	-2216.485449525747	1.823785893071411E-4	1.0	0.0	NaN	7967.648862356617	1350.2386018768286	3326.6450361510665	2951.0263448681426	2429.798891225354	3904.1303660082403	2817.1044180895187	2857.2729678489836	1993.0702659014723	1818.6971097168575	1539.491755990457	3202.2071808915193	2504.720147257065	807.4395293826989	2099.6298285446974	2410.9673948128493	1047.7248131301214	3506.063526260367	3099.4454707611208	2481.185754005882	2516.1952351748555	1678.0339152887002	1018.3466903837194	2379.5672230104	1177.5149303883293	1401.273837961359	1216.0667909398253	977.1675345614491	1388.1680769950528	646.2100233544713	2510.9294482084533
134000	-13971.151185013496	-180.3862079315398	-13790.764977081955	-13790.764977081955	7.512671258137114E39	1.3501274260257105E43	1.1613268968563152E49	1.4022273124842426E46	2.815760190761133E40	1.0	5.0	12.0	4.0	1.0	-2462.25553376656	1.9045071517748843E-4	1.0	0.0	NaN	7996.775355893442	1355.5435013952874	3339.85019045788	3017.542918376381	2318.403384241604	3699.437759054946	2846.1655246068763	2868.5192134646677	1900.5920063132032	1825.8633821316878	1515.7665162086264	3202.2071808915193	2536.152218530432	780.3805368954897	2125.488303763437	2440.806854506607	1041.8656844057632	3567.3461012837874	2856.7360897174126	2423.140250805367	2550.679494224357	1636.047331291046	1033.0615350327819	2283.738779592088	1113.231474426994	1330.7009344231876	1365.8254906293894	1001.9724758939802	1388.1680769950528	740.5623731335703	2292.960859749238
136000	-13975.804472321217	-187.4564571222455	-13788.348015198972	-13788.348015198972	6.395014346813024E39	2.591659983159814E43	3.743187648389533E50	1.7385585086850572E47	5.175717418688361E40	1.0	2.0	12.0	5.0	3.0	-2514.08848253944	1.8198409902877173E-4	1.0	0.0	NaN	8008.254236028049	1351.720620525593	3288.195593800929	3114.749109935603	2342.56716901664	3689.012156561831	2775.5324174228817	2860.454791216864	1961.77697511476	1751.2458296990187	1532.5964167414636	3202.2071808915193	2558.6117475218234	786.8466962222275	2047.4035613162816	2362.1151192910356	1041.8656844057632	3339.6764889644805	2955.279250678421	2423.140250805367	2563.6089568004472	1717.6025217488825	1100.672317640251	2306.9975319931796	1224.8427731125976	1287.4821361442453	1353.4134791888143	980.0568274976998	1359.1201150179943	742.0730366276131	2485.315595539457
138000	-13973.84618264292	-182.66256126050618	-13791.183621382414	-13791.183621382414	2.1093397179762692E40	1.7221246102813257E44	2.7959176989283795E51	2.0367892980098767E47	3.2873479828919385E41	6.0	2.0	6.0	8.0	1.0	-2438.632341126093	1.8707981836405373E-4	1.0	0.0	NaN	7970.77344867825	1351.7927969171492	3309.261349873753	2924.521289457651	2364.0351576256808	3622.7403620776136	2798.2985118760557	2858.518294714824	1845.3884371982936	1788.1456033075297	1524.286205302527	3202.2071808915193	2558.6117475218234	756.433457181196	2130.508602994485	2409.80204221606	1098.8702747388572	3212.042933452174	2904.2484452541753	2423.140250805367	2469.890186538527	1722.619475505081	937.2374885314171	2355.846492294231	1192.0214286901332	1336.6280143809565	1417.167210209764	939.7001613926927	1345.3105475175687	593.641237332407	2371.3916905396413
140000	-13978.315067413547	-191.98095756024696	-13786.3341098533	-13786.3341098533	1.5164877072990565E41	4.8861107798361074E44	1.0800331627411643E52	1.03587989955062E48	2.4210288053047708E42	5.0	4.0	2.0	6.0	6.0	-2374.2479378215667	1.8830829875799335E-4	1.0	0.0	NaN	7934.419269970815	1320.5501978241205	3290.492812748676	2551.399520492952	2264.925123316794	3723.375913019586	2734.3977054706065	2843.08493544507	1981.0267970038508	1806.0261549327308	1532.4315873397504	3223.3225208321287	2511.6705564691956	823.8489015574921	2166.1639093839103	2286.5768239293443	1020.7027896146858	3358.0327063849677	3021.769714934781	2432.917994187832	2625.64257372788	1654.3497972214846	1037.6256852444315	2341.0130625533416	1100.3634220374445	1368.4432960538406	1429.9822521088943	1028.8575947119652	1345.3105475175687	546.6153907289461	2530.212853493543
142000	-13983.85493862031	-191.8677145482368	-13791.987224072074	-13791.987224072074	2.7482995081562255E42	6.51117333122956E45	1.6964453658311154E52	1.3769550874994496E49	1.2774119525666882E43	1.0	2.0	9.0	6.0	5.0	-2566.2251339599684	1.9066139820524694E-4	1.0	0.0	NaN	7721.390950836921	1381.4625546329307	3354.9090522550473	2932.58996675441	2297.416372837031	3791.5274435333545	2737.0837928344245	2858.149718469349	1885.4459085715523	1830.4138020475973	1550.3437096170333	3188.6657395628736	2531.548497665861	668.5137763992287	2052.640942447719	2283.279494611048	1038.927501585397	3446.9013728684668	3004.4727548602073	2491.612245205403	2469.0054168457596	1621.3729297295583	941.3396625123868	2384.575754923743	1143.471709786408	1431.7956744737266	1236.956100008824	1052.2840397792656	1263.9409892285566	704.735810764514	2414.1620491160147
144000	-13980.790932860657	-187.7623203567772	-13793.02861250388	-13793.02861250388	1.2732048783668233E42	5.159644328666617E46	6.004163557037492E52	2.7901334868439823E50	2.3234886529477514E43	2.0	2.0	8.0	2.0	9.0	-2512.2335573238856	1.9016335583867512E-4	1.0	0.0	NaN	7695.709485467865	1378.4741390153051	3354.872658276979	2660.438606135481	2281.4097632375624	3699.9435917436913	2758.2392285740093	2836.3812145880875	1906.820426192111	1830.426275617472	1550.3222366781406	3188.6657395628736	2531.548497665861	785.6725587818702	2246.1331051285765	2292.8113579277115	969.8579693373301	3410.942584697991	3004.4727548602073	2467.6568907574324	2477.830486234291	1689.9957595058488	1142.4508593021042	2269.0568536773353	1157.296294307584	1339.4021912584478	1498.4618975406313	1010.464361972881	1433.956351982175	709.9370967315863	2275.171278121795
146000	-13970.101805001188	-185.36926201050298	-13784.732542990685	-13784.732542990685	2.288304118381368E42	8.49444705535662E46	2.0436205033796326E54	1.9977301013388043E51	5.267198089021404E43	1.0	4.0	1.0	12.0	5.0	-2575.6735143554893	1.8520741339716432E-4	1.0	0.0	NaN	7858.450940661303	1329.4977887981097	3332.472593213126	2642.601254405171	2266.0369188316004	3729.631354275345	2784.1314005145123	2817.3578185207843	1916.697318476256	1818.168719777531	1552.1196574995847	3161.1278937511156	2526.2372302637714	836.5785179832747	2090.9020367713724	2404.748024144598	1072.1784256340818	3149.4862528739636	2981.2156875467986	2391.847045731652	2560.0469683633305	1618.8530697150004	974.8934431490105	2227.0633487629843	1170.8110020127776	1267.1991468467368	1419.9457485765176	1008.6854493773589	1450.5614118842716	755.3291863273431	2370.244437819122
148000	-13974.733845302551	-186.82471716175746	-13787.909128140795	-13787.909128140795	4.9254742394655833E42	2.6687132446945887E47	8.871740140689636E54	6.890697898780414E51	2.5020841072483243E44	1.0	7.0	2.0	6.0	7.0	-2547.557746523371	1.9327306784740046E-4	1.0	0.0	NaN	7836.892052172419	1329.443640623738	3344.008363761639	2645.67760124918	2215.429176329593	3654.1111917407443	2879.371658231546	2817.351253204868	1820.0521087504128	1818.1895680225855	1488.9854376405	3161.1278937511156	2511.6389571484942	796.1646827532443	2084.3242282159176	2404.748024144598	1059.161242074332	3149.4862528739636	2981.2156875467986	2437.331809419986	2449.7476151741175	1630.5768772649635	995.6047382235297	2280.766984322095	1250.4478677200186	1451.8642006544253	1297.145837365351	1052.5176651061083	1427.5216381179673	579.3239306731082	2387.503491954898
150000	-13979.282168499889	-185.2414724600234	-13794.040696039865	-13794.040696039865	5.278986369392389E42	2.7581150742206042E47	9.67802024420415E55	5.994263244641637E52	4.8586062968067625E44	3.0	5.0	2.0	11.0	2.0	-2641.6877297180754	1.9071235151916864E-4	1.0	0.0	NaN	8156.489264282736	1333.272688885812	3234.5032513018223	2741.0252139824715	2333.865723226629	3969.9875741093483	2852.6947114118457	2817.3634628158006	1913.100296337624	1818.253119925571	1530.8849719603513	3161.1278937511156	2665.7652174255036	765.4329843188044	2190.448680867588	2415.1764948687323	1071.5153101235014	3214.1233995339453	2997.9461314005866	2431.614057229912	2473.2924737920466	1641.0018741364147	937.0844449845185	2246.2132735181185	1216.6526658056594	1327.0963310014938	1406.6338342920326	1024.3582959223866	1247.7698795222655	434.2459465339527	2325.668091469822
152000	-13986.641697361098	-189.1794481553362	-13797.46224920576	-13797.46224920576	2.5550197347657453E44	1.5009225237855986E48	4.550752705556185E56	4.789247658911308E52	3.519454345575346E45	2.0	2.0	2.0	16.0	1.0	-2732.9714584536077	1.869579790137817E-4	1.0	0.0	NaN	8262.842394839341	1314.5753953922629	3258.158841755301	3081.3629709869238	2191.1336371454076	3905.8594962404586	2895.7323619489275	2817.372903206153	1946.4874285363787	1818.264923412028	1506.9169089280592	3161.1278937511156	2631.382678714008	782.0837809381412	2087.0019644390118	2441.796324596466	1149.6997422386696	3275.202202364404	2983.7751722177845	2436.8057061128807	2549.607021629803	1641.0018741364147	1031.9464982343752	2292.8200987789837	1355.046717656329	1333.8291328044145	1412.3074605266017	948.201265117738	1340.4114588306213	516.4975053334139	2191.9810253240876
154000	-13972.24988084962	-180.44322387115926	-13791.80665697846	-13791.80665697846	1.0551012969727859E45	1.7569571571160522E49	2.3258410439148817E58	4.753131959964622E53	4.166852708401362E46	12.0	2.0	1.0	5.0	3.0	-2545.231408921638	1.8140463183080447E-4	1.0	0.0	NaN	8678.840133141726	1330.0001449955978	3356.943889419706	2958.9344670047567	2386.998326353627	3828.6372553697656	2797.162497106145	2850.428461540343	1916.7423593208619	1839.6284995304188	1528.3959888626223	3161.1278937511156	2511.039610178323	820.5487068450457	2123.751768929221	2362.395063892922	1005.5940335470162	3351.8376259332435	2958.3008495180047	2436.8057061128807	2548.1590601247667	1629.5920182454431	1056.02498741028	2317.8748238568614	1216.7610130302282	1467.9089669972093	1374.9804013008445	966.5734124723889	1398.3264633926383	733.4036506533896	2239.97046181626
156000	-13975.05723242961	-186.7968842137211	-13788.260348215888	-13788.260348215888	6.72619441684744E45	6.082058766890768E49	2.5611192392418263E59	3.2356496332634474E54	2.030646220920745E47	5.0	10.0	3.0	3.0	2.0	-2678.711897282714	1.8982840938892132E-4	1.0	0.0	NaN	8216.410640878312	1330.0315491941717	3356.9200240859873	2612.4975203883196	2387.0098451808954	3736.389902096307	2876.3937458192163	2825.4462730210594	1901.554849490549	1834.534972250262	1558.679817338019	3205.7386349100425	2539.991805121626	812.8478625922778	2183.5422531402937	2461.24498678	999.4133783107951	3405.7637475300558	3022.464013450309	2404.6602173307792	2625.97006194128	1686.6499299814152	931.6409282173395	2396.312805086172	1184.400885594881	1411.205942490804	1340.9455039246488	1025.2014350726963	1353.600851132134	641.6143102243403	2442.763606999832
158000	-13970.888061049287	-180.81967464714631	-13790.068386402141	-13790.068386402141	7.703793259986638E46	5.494032696704876E49	9.116370011664178E60	3.598791281202784E54	2.9873795646251644E47	1.0	1.0	6.0	11.0	4.0	-2883.767730396141	1.82245686774892E-4	1.0	0.0	NaN	7915.2966727346975	1372.181738680811	3369.574880480148	2915.147743596971	2376.9435966207266	3711.09926423542	2785.2885689066293	2836.145578627348	1971.3208303025265	1849.3498535911372	1570.6112838458	3205.7386349100425	2518.649712386191	722.7788411525163	2146.1122806948415	2314.8485155066114	1048.2871995869755	3244.219387405334	2975.7384205474123	2404.6602173307792	2466.508216214495	1635.6518797479034	1075.1491013141172	2328.911289705515	1138.733317749682	1476.3617366442097	1427.394986327655	990.0614939428621	1349.8272131833521	613.1917509760523	2313.7538567661563
160000	-13974.314327413222	-183.38720263203408	-13790.927124781188	-13790.927124781188	2.1751324543650945E47	1.1391497917055681E51	7.143471225788986E61	3.6339189945989314E55	2.816355443108205E48	2.0	5.0	1.0	9.0	6.0	-2768.9812718526464	1.844758317515518E-4	1.0	0.0	NaN	8092.466528616461	1372.1940088477245	3215.3354426319183	2688.0943947776304	2293.292522554883	3857.6188629548624	2807.363383017948	2836.109192850431	1973.479189549345	1849.1519959967504	1588.275773466728	3212.4036815902764	2518.649712386191	815.8282965155506	2155.531505014007	2340.6852463420983	1029.0667740472272	3334.3437984251955	2995.921608721546	2401.4489955312547	2600.5115592760317	1644.8743667829706	937.1499799898605	2195.4952100154755	1133.388878015851	1293.0480928176662	1405.9051510781055	1040.7117816297484	1349.8272131833521	672.5124913619013	2250.2626562762293
