# BEAST v1.8.0pre Prerelease r5356, r5356
# Generated Fri Dec 13 11:38:17 NZDT 2013 [seed=1386887897035]
state	posterior	prior	likelihood	treeLikelihood	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline	meanRate	coefficientOfVariation	covariance	treeModel.rootHeight	clock.rate	binary.frequencies1	binary.frequencies2	tmrca(baltic)	tmrca(baltoslav)	tmrca(celtic)	tmrca(germanic)	tmrca(indoiranian)	tmrca(iraniangrp)	tmrca(italic)	tmrca(northwestgermnc)	tmrca(toch)	tmrca(westgermnc)	age(luvian)	age(avestan)	age(oldnorse)	age(latin)	age(oldpersian)	age(oldhighgerman)	age(hittite)	age(vedic)	age(ancientgreek)	age(lycian)	age(gothic)	age(oldchurchslavonic)	age(oscan)	age(oldirish)	age(tocharian_a)	age(classicalarmenian)	age(oldenglish)	age(tocharian_b)	age(oldprussian)	age(umbrian)
68000	-13890.599919123213	-190.45173235406816	-13700.148186769145	-13700.148186769145	4.380843889871426E24	4.567302723823755E22	3.3257785392154295E15	1.5433673462684758E19	1.33095904929848934E18	3.0	1.0	2.0	16.0	1.0	-1042.5363716612949	3.863761420846181E-6	8.865896396719839E-16	0.9772727272727271	8168.5815782053405	3.863761420846181E-6	0.9889122725910685	0.011087727408931615	1356.524453893132	3382.3327373259226	3098.7394958684117	2336.7745760652724	3906.116027578973	2713.181664361218	2882.393635795654	1942.613779298707	1717.2191665560997	1559.2165371948588	3188.7609093353817	2583.995347117724	775.803287795139	1998.6642098416544	2328.485666147443	983.3318471114313	3311.982330122825	3002.2568150987654	2323.4867689514754	2570.7592294354736	1678.8806875068744	1052.4031281709294	2297.0669894369357	1153.180255452195	1433.4054042720686	1350.412708394098	973.7471575450404	1328.582117785802	816.7176584856065	2287.006830228703
70000	-13882.710642889142	-188.29415415521748	-13694.416488733925	-13694.416488733925	1.60677935700044E24	2.4790327995560216E23	7.301305574604924E15	2.856493512952805E19	4.5587332251224919E18	6.0	9.0	2.0	3.0	3.0	-1155.5640979561833	3.96969956166354E-6	4.314647484872899E-16	0.9772727272727271	7674.567673612767	3.969699561663542E-6	0.9886935867510891	0.011306413248911008	1334.2348828304537	3353.2740027592163	3075.2428454917995	2298.511631324322	3978.8854849585637	2827.5160601761268	2835.0163324928135	1819.9150586655696	1688.9770070778102	1548.6868453135382	3162.820888367672	2509.468013050811	759.0239333456873	2071.3181382782855	2402.7169022242692	973.8614351925138	3244.790682945801	2997.0045535334393	2407.037755114506	2570.7592294354736	1668.6434348281894	1014.5158305383707	2318.7380579174155	1321.796300919241	1323.7732815633915	1450.9655321887926	1062.8134290845414	1329.0973322366694	831.5851216393104	2370.8946121925674
72000	-13879.287923737233	-186.54371357901485	-13692.744210158218	-13692.744210158218	4.9091246554933385E25	1.2041371711960142E24	6.502380482778732E16	3.1927178271129403E19	5.491037460214003E19	3.0	10.0	1.0	6.0	3.0	-1176.4753915207054	3.889053434829688E-6	4.404119027020447E-16	0.9772727272727271	8019.505905001182	3.8890534348296874E-6	0.9887477525434927	0.01125224745650747	1341.083611067265	3370.471945034841	2939.711288447883	2310.2836415739703	3809.4475368075964	2899.9620581231698	2849.565257146482	1813.957178286892	1697.616193524209	1539.5899228914625	3162.820888367672	2610.0439111641804	716.2658364460633	2121.3660661818562	2471.3157997777707	1056.5817367949214	3515.905472298421	2950.8773681011053	2387.5647483902344	2572.8933018438797	1668.6434348281894	1047.662616480323	2313.644828312074	1236.22349906518	1300.714462047097	1523.1848368256803	1009.542973132953	1246.1226437197533	655.4053466365186	2255.389487013707
74000	-13883.713380818039	-186.30877081628108	-13697.404610001759	-13697.404610001759	3.7456352825833E26	4.871804668262458E24	7.6094075383870195E17	4.453607477253217E19	2.2787818323740135E20	1.0	8.0	5.0	1.0	8.0	-1142.064090700595	3.815630487643183E-6	4.488866069421752E-16	0.9772727272727271	7972.481304328983	3.8156304876431814E-6	0.9887477525434927	0.01125224745650747	1341.1042582229525	3283.555093944851	3040.1934931510236	2378.1085024987688	3809.4529577881576	2800.088746822954	2849.5755966998577	1883.8211249737744	1697.6191036163182	1502.7939059379667	3142.7122946080917	2563.193884107538	848.5709035742082	2062.5223270595216	2377.7259263015603	1043.933300468815	3178.4795841734303	2898.8420340126904	2418.537036731834	2439.73120468922	1651.8439350640779	1014.7060957407787	2138.871073334117	1291.7143406747216	1291.1377834090151	1453.125405368311	967.7143341525287	1253.9972891239127	843.3831185634276	2262.9211463966258
76000	-13877.141359037578	-189.51230988625966	-13687.629049151317	-13687.629049151317	5.888423281414977E27	2.144753818611728E25	3.5386145956688072E18	3.593756033310795E20	1.72535034849524E20	1.0	8.0	3.0	3.0	8.0	-1173.4645587018738	3.868264270429418E-6	8.855576057905303E-16	0.9772727272727271	7807.7112647323975	3.868264270429419E-6	0.9887477525434927	0.01125224745650747	1355.05231717534	3292.291634395441	3006.5939943975127	2384.431008067225	3747.6065501855337	2790.097313586929	2857.1127780926427	1846.4647372930258	1746.446132062096	1573.0055799792312	3142.7122946080917	2508.799398351597	832.4622119110305	2185.065008934274	2397.2676781567543	973.4014173923717	3293.1711912748833	2998.6869113459074	2418.537036731834	2603.4618223292346	1654.1157042687666	1024.9912155204336	2198.5217620521653	1196.2564207289558	1314.943869260659	1339.0049240775622	998.1626808746139	1256.1794365912845	816.135061512061	2311.034145125116
78000	-13885.298214196846	-188.3831246460365	-13696.91508955081	-13696.91508955081	8.408364140088362E27	1.2814505541600203E26	1.598512466124977E19	3.850274221016583E21	2.760582242410324E20	3.0	7.0	2.0	6.0	5.0	-1235.6901948868224	3.937506658485636E-6	6.524885815438855E-16	0.9772727272727271	8414.403445571912	3.9375066584856355E-6	0.9887477525434927	0.01125224745650747	1354.44267097266	3364.1178706725605	3005.311286674684	2383.957327619484	3825.5095657169422	2788.95573150361	2822.09916741915	1887.863985114942	1745.6618789313804	1538.454700349542	3142.7122946080917	2508.799398351597	823.0227446022848	1998.1919943408602	2399.696106981597	987.6842016449169	3453.306452407461	3074.9085390423684	2414.2046422430826	2530.212766266266	1680.8781999792927	905.6042933404727	2213.860542687796	1100.8648382776257	1412.283028375085	1418.949963958018	1040.5958666789693	1180.1995366352598	755.101470201439	2324.717611155336
80000	-13881.69878078042	-190.6439223360192	-13691.0548584444	-13691.0548584444	3.418714657825134E29	2.1846636184601898E26	6.633518854983726E19	4.008186552014851E21	2.9594231689631325E21	12.0	5.0	3.0	2.0	1.0	-1405.1424491562557	4.106407804696647E-6	2.0855033211561354E-16	0.9772727272727271	7885.635325390068	4.106407804696644E-6	0.9887477525434927	0.01125224745650747	1354.4951123071514	3364.0940686178124	3005.2708063920345	2383.9507879168286	3880.9827990671665	2987.640897260947	2835.596647022544	1865.5711645069298	1773.7271137192395	1538.4752961198774	3142.7122946080917	2633.4889535493407	810.0090887617824	2179.4781913669176	2364.2065056543606	969.7833016888967	3407.1798157798917	2920.0226322563685	2414.2046422430826	2582.938793558158	1698.5106023319722	1011.419830101038	2339.0543251588097	1191.722507132769	1382.6283158656493	1438.2018665266198	988.4119043267309	1371.2702908598087	610.976851342327	2319.3155347566467
82000	-13881.097433975978	-191.18313341016568	-13689.914300565812	-13689.914300565812	2.5642080857782824E30	3.2351290591073506E26	1.3444914804641618E20	6.224818144421417E21	5.246387003066927E21	8.0	7.0	2.0	1.0	5.0	-1380.3799881701098	3.858306400272488E-6	4.4392156693991515E-16	0.9772727272727271	8129.17185338538	3.858306400272488E-6	0.9887477525434927	0.01125224745650747	1338.7838596572997	3346.1346568087242	2849.174031462805	2247.8505038180956	3937.819428936519	2848.535161115926	2860.4967469999256	1891.41156778373	1805.7798724729632	1565.3751687635674	3129.730092790516	2636.3872464095334	807.3737137971915	2046.4564934784728	2351.589337759433	1019.5460500033421	3407.1798157798917	3128.0523240700695	2384.0860191013116	2629.181170041071	1654.5664867286655	1024.51466333615	2271.740556358319	1249.163476172615	1315.301875804958	1484.196393443537	991.966743970688	1336.6898344637743	582.785303683734	2342.8286017612163
84000	-13873.066901029071	-189.61333015512963	-13683.453570873942	-13683.453570873942	1.7639939679388004E32	6.789014634971386E26	1.248219330316828E21	1.5184557149962784E23	2.1683168135915152E21	11.0	4.0	1.0	3.0	4.0	-1469.1038220915063	4.324837287037151E-6	5.940519755773253E-16	0.9772727272727271	7167.544575490956	4.324837287037152E-6	0.988510368018128	0.011489631981872146	1388.0503988820037	3238.312429780754	2821.5427943969726	2263.820676057158	3698.7072815938022	2831.3758389097206	2860.503712472906	1903.3608120073488	1805.7312451633	1573.1860469040148	3129.730092790516	2542.996239144402	806.9558478386328	2109.6798690897695	2411.4102829322583	1055.2109399043882	3335.7433231238	2952.688063865698	2384.0860191013116	2556.649057594021	1654.5664867286655	1057.074430483901	2320.982399616448	1182.5648375728435	1293.3988278988188	1444.9133330721622	1009.4619063167682	1325.7654044105673	621.5377710521176	2498.01170506494
86000	-13881.864483413168	-189.69350857681872	-13692.17097483635	-13692.17097483635	6.0921068912304376E32	1.334804591517875E27	2.3891313414439734E22	8.382912090792213E23	9.598548400979235E21	1.0	3.0	2.0	9.0	8.0	-1266.6191311273737	4.410161070947908E-6	5.825587984392333E-16	0.9772727272727271	6988.09422636571	4.41016107094791E-6	0.988510368018128	0.011489631981872146	1347.6873246807118	3238.308424906567	2674.0367859983717	2263.8956525565327	3697.8924421030097	2803.2209284931505	2862.330487042854	1813.147498047713	1805.7383092049274	1522.5945567649214	3129.730092790516	2529.7482945781776	819.5983364504881	2111.445056561757	2456.913244119134	1046.3857605319233	3058.0607708953257	2927.617183987622	2394.455630024779	2509.532651555881	1654.9668299814412	1075.9315272692509	2242.431902384021	1146.2447575613387	1363.2966693936937	1403.8740838354977	1009.4619063167682	1338.6750135805155	735.6911383679446	2344.707488982358
88000	-13874.578346786666	-194.93552058187828	-13679.642826204788	-13679.642826204788	7.43888968232933E33	7.159080425951336E27	8.009808601687924E21	1.5455139590161623E25	5.256394883176475E22	2.0	3.0	4.0	4.0	10.0	-1305.3015216696826	4.176418950739432E-6	1.0252715562934703E-15	0.9772727272727274	7391.888065369389	4.176418950739432E-6	0.9884534312285829	0.011546568771417276	1341.1018108855963	3176.116775911415	2689.533149941391	2254.725162288975	3758.1348654355775	2832.8282509141295	2829.722155301998	1876.0052471483448	1805.7913890371678	1545.1845600623753	3129.730092790516	2503.2349659607057	798.3258919275507	2148.0929841892107	2356.5162196417473	1079.3825463514004	3058.0607708953257	3042.057906924096	2432.455555683708	2587.393729806337	1622.8700389491532	1027.2546291107112	2260.621637510741	1131.8742628512418	1432.3672023107165	1306.3021256795223	956.6673522896602	1341.334662353708	683.2933039882521	2366.3454391729674
90000	-13879.685682973048	-185.30067606040862	-13694.385006912638	-13694.385006912638	8.815022685342122E33	2.3084796162060948E27	1.7933996921836126E23	3.32882080698568E26	5.660317029507312E22	1.0	1.0	8.0	2.0	11.0	-1267.9502464470766	4.279968517555735E-6	6.002796805342258E-16	0.9772727272727271	7356.475189500359	4.279968517555734E-6	0.9884534312285829	0.011546568771417276	1353.8495765462658	3105.8410934034605	2743.438155733919	2252.9517196920833	3781.495436052127	2854.625110668468	2844.2950913151226	1921.6942075530021	1753.8343720162568	1509.0756101442933	3164.484212026707	2580.787679866857	805.5160406402155	2072.111852916529	2356.5162196417473	968.4782438239143	3355.837455743828	2956.7208491953384	2386.9296119332657	2355.782152625261	1617.593773777648	973.2757197528271	2260.621637510741	1156.9320490941911	1327.2595060545063	1512.893438867381	1008.86403277548	1449.8694251407019	610.5630718223543	2366.3454391729674
92000	-13888.995652875328	-205.0395749593094	-13683.956077916018	-13683.956077916018	4.084615553044762E34	2.3398330203917257E27	3.9700205176142183E24	6.527953451787856E26	6.624995849569476E23	5.0	1.0	5.0	3.0	9.0	-1423.5822280945877	4.325446173095269E-6	5.939683518420494E-16	0.9772727272727271	7404.822296984317	4.325446173095269E-6	0.988306495526326	0.011693504473674173	1333.4653998850974	3119.1428382986533	2640.608319654595	2150.266157357311	3722.5601353764137	2782.24991302622	2844.323249612901	1793.3755663187983	1917.7736417160074	1510.6811707961467	3130.955150546227	2580.787679866857	778.3983525707199	2101.0715029137273	2342.1979639750707	1031.4161903959512	3164.215842342591	3010.620818727775	2498.4560625743206	2632.5715662368584	1599.0979149479742	983.4393173086083	2399.3105635684583	1202.100782712919	1455.8268744929574	1346.8757732132785	1065.6049711401931	1407.7744676035738	646.0787792919914	2366.3454391729674
94000	-13884.559586365405	-196.99143195031894	-13687.568154415087	-13687.568154415087	1.0687402029137275E36	2.451723106862992E28	8.920641692846528E25	2.826953345618518E27	1.2384625894803077E25	3.0	4.0	6.0	3.0	7.0	-1462.949775646985	4.578209168162034E-6	9.352922507638953E-16	0.9772727272727271	7140.436528711931	4.578209168162032E-6	0.988306495526326	0.011693504473674173	1328.3916447151428	3073.4044288141	2443.1825250051966	2199.9999376794976	3607.3958639688276	2928.9597048639143	2833.4972411981366	1847.915770392451	1778.719974382178	1543.9425024136883	3130.955150546227	2494.280462094033	820.8694331094248	2123.557124246277	2449.5408020949108	1063.446342651817	3324.952566131756	2994.431689425141	2429.9894211898504	2560.896012530328	1660.001792107525	995.5734923318574	2534.43328671697	997.692293720158	1442.6869365132056	1399.75838286478	1013.1514541853948	1367.440499935931	590.1992906220571	2328.8735668207123
96000	-13885.909324943994	-201.93032492886132	-13683.979000015133	-13683.979000015133	3.929338500985826E36	3.0056980128366507E29	4.678197885567561E25	1.4663520758042906E27	3.4649575846508867E25	5.0	2.0	14.0	1.0	1.0	-1505.9240943097611	4.575576376874188E-6	9.358304188735646E-16	0.9772727272727274	7138.798595524779	4.575576376874189E-6	0.988306495526326	0.011693504473674173	1328.429480587408	3227.0234000637593	2524.9322092216007	2199.982603035299	3650.6285581303096	2896.2802607413632	2833.518770251283	1882.088449142187	1882.9454315652224	1536.1299663019472	3148.7016021726895	2614.808728616183	769.0742499144451	2109.54916519403	2502.028576277742	1058.4838769249711	3191.9279050388645	2959.654217561508	2487.988343883361	2563.047519820268	1626.0990092434604	1098.9708882472314	2344.6074695157513	1101.8813352185982	1485.6423145279848	1454.4584708298275	1093.1863646317588	1479.7058063667007	472.48812909304286	2372.801158887098
98000	-13890.083589428998	-195.82391194685087	-13694.259677482147	-13694.259677482147	5.716633899699892E37	4.8737219521721125E29	2.020823015554239E26	1.7603704011531663E28	2.511331022353522E25	11.0	1.0	3.0	2.0	6.0	-1687.3887470183306	4.383379177011939E-6	7.814908789665038E-16	0.9772727272727271	7214.024556336588	4.383379177011937E-6	0.988306495526326	0.011693504473674173	1314.4709907529466	3046.9885490825086	2642.6961664035557	2284.189881422304	3733.482687835146	2787.54637257833	2807.7812825692304	1929.5668998772812	1880.5333583790893	1551.4554216645724	3148.7016021726895	2614.808728616183	810.2381341000614	2111.4315459405766	2472.3223102746742	1024.2288018677932	3174.3872687504613	2961.4015201016646	2354.6807402470913	2611.3347715806567	1706.0236283628883	1007.6860963135824	2295.3594011333853	1273.5694108369432	1353.3330449415066	1462.717545320096	953.6211925703483	1355.1351097735271	660.2145772671254	2375.142286181934
100000	-13885.195531146604	-188.70064980553812	-13696.494881341067	-13696.494881341067	2.3970961863068385E37	3.365885425802253E29	1.8326433265736525E26	2.7618945737901724E29	3.0815101207790807E25	5.0	6.0	1.0	2.0	9.0	-1562.5466499867277	4.273404668390772E-6	6.012016960196684E-16	0.9772727272727271	7907.187686567371	4.273404668390771E-6	0.988306495526326	0.011693504473674173	1350.0796912296448	3052.665981605662	2720.8031982901534	2307.309649851899	3851.5871057121512	2829.8786275753223	2812.988720586773	1859.3106372314696	1884.0451699722705	1581.4167921280828	3148.7016021726895	2563.0433866785515	787.3763916218314	2197.163219161413	2418.276818905051	1074.2523556412687	3428.3805276808057	3070.7948232223316	2408.154123244517	2419.140955818675	1667.5164710954364	949.5523842176407	2414.847172285965	1174.0455722248596	1429.0893784107604	1442.2257415281915	949.720572629488	1320.5117184488408	775.3661316573489	2414.240232782651
102000	-13889.977076596551	-196.63838415513877	-13693.338692441412	-13693.338692441412	6.046826098133209E37	5.625725632845208E30	3.7679014508236905E27	5.5394082677649596E29	1.548556712927972E26	2.0	10.0	4.0	4.0	3.0	-1590.885682898464	4.127237757295421E-6	8.299911580890631E-16	0.9772727272727271	7572.697534408556	4.127237757295421E-6	0.988306495526326	0.011693504473674173	1358.6134267992	3244.012372075224	2860.312918933863	2467.449518686322	3817.434071966761	2832.6206771431484	2830.715543382806	1938.03104400708	1895.9069470651837	1582.0263728159273	3148.7016021726895	2493.921320001347	811.410967916917	1882.590145575175	2418.276818905051	1007.6778068039282	3195.196255751005	2892.805257649492	2447.1072411763166	2522.6815908046688	1616.2102932009154	1004.9864769456401	2470.4554707988787	1218.676100360015	1437.4527549678162	1454.8027027840437	1031.1247677893866	1554.2039974109925	676.1101449741823	2457.475886791778
