# BEAST v1.8.0pre Prerelease r5356, r5356
# Generated Fri Dec 13 13:11:37 NZDT 2013 [seed=1386893497465]
state	posterior	prior	likelihood	treeLikelihood	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline	meanRate	coefficientOfVariation	covariance	treeModel.rootHeight	clock.rate	frequencies1	frequencies2	hfrequencies1	hfrequencies2	bcov.alpha	bcov.s	tmrca(baltic)	tmrca(baltoslav)	tmrca(celtic)	tmrca(germanic)	tmrca(indoiranian)	tmrca(iraniangrp)	tmrca(italic)	tmrca(northwestgermnc)	tmrca(toch)	tmrca(westgermnc)	age(luvian)	age(avestan)	age(oldnorse)	age(latin)	age(oldpersian)	age(oldhighgerman)	age(hittite)	age(vedic)	age(ancientgreek)	age(lycian)	age(gothic)	age(oldchurchslavonic)	age(oscan)	age(oldirish)	age(tocharian_a)	age(classicalarmenian)	age(oldenglish)	age(tocharian_b)	age(oldprussian)	age(umbrian)
56000	-14865.272287994849	-193.54131960807058	-14671.730968386779	-14671.730968386779	Infinity	Infinity	Infinity	Infinity	Infinity	6.0	2.0	5.0	1.0	9.0	-Infinity	3.0582982753044477E-5	6.72054300304412E-16	0.9772727272727271	6922.177138557922	3.058298275304447E-5	0.8271697232832245	0.17283027671677562	0.5	0.5	0.014480135879011695	1.2458364991447552	1344.2078334292264	3243.339743598219	3019.1508119712466	2482.2339435771646	3809.432621533705	3080.461444653315	2813.86321248106	1949.2419686127826	1934.0459758069942	1549.9073329614173	3204.4953585862645	2560.6742964589303	810.6318430098815	2106.33799952227	2452.689804951167	994.1444599062007	3253.7478097721423	3132.8490122639105	2424.032239338839	2339.912259309147	1694.8671434175697	1023.1906539704872	2172.9780562931032	1225.6276060066941	1343.8801926781207	1666.4623661069134	1057.864325367156	1227.0214993539703	589.2712060250406	2444.7503682832116
58000	-14659.33325780695	-191.3505863778553	-14467.982671429094	-14467.982671429094	Infinity	Infinity	Infinity	Infinity	Infinity	1.0	7.0	6.0	2.0	7.0	-Infinity	3.0168868423737933E-5	6.812792838841446E-16	0.9772727272727271	6711.810419721098	3.016886842373795E-5	0.8548510991860307	0.1451489008139693	0.5	0.5	0.01787219404806695	1.605427605689343	1355.8618250782426	3394.551114920456	3200.587705624639	2405.4223688632446	3580.5097695419227	2963.228252340542	2887.2611760528794	1951.3093832036386	1934.257255082806	1522.2914802098524	3312.340671483693	2495.729961946626	760.4292540070238	2122.9003549538993	2474.376110291344	984.2009455096487	3245.2513192561582	2814.3362110992343	2395.828416226504	2423.4016011442236	1679.9948890603782	944.8464854428562	2413.5263273208334	1182.2590233719993	1389.7264725566981	1459.8112747301398	979.3855269389954	1476.73141746989	459.64458773852897	2396.767859495555
60000	-14530.772394893609	-196.60792197258212	-14334.164472921027	-14334.164472921027	Infinity	Infinity	Infinity	Infinity	Infinity	1.0	3.0	3.0	1.0	15.0	-Infinity	2.759425269310227E-5	2.482814725214734E-16	0.9772727272727271	7005.842280893059	2.7594252693102273E-5	0.8739618918244525	0.12603810817554756	0.5	0.5	0.01953252736155257	1.605427605689343	1338.006362945102	3399.919157394796	3206.9506422313893	2352.095959775562	3548.399602526225	2914.961727817792	2857.450791317746	1913.2914763679732	1947.6734326468127	1563.0090616372174	3312.340671483693	2459.627556690677	841.9095868829821	2001.3579846747425	2330.9737302434055	983.7843763043404	3385.571786099542	2814.3362110992343	2391.8146057001013	2510.753384797092	1645.1197175329567	919.9792866418727	2404.3823080786246	1138.9425997221558	1366.8003745823507	1303.3468202115703	984.298934807122	1401.9959004572863	648.9326129278868	2492.225217576055
62000	-14336.921194721665	-194.49846746886567	-14142.422727252799	-14142.422727252799	Infinity	Infinity	Infinity	Infinity	Infinity	2.0	7.0	2.0	1.0	11.0	-Infinity	2.70530264043225E-5	0.0	NaN	7210.456609021417	2.7053026404322498E-5	0.9009339692753102	0.09906603072468981	0.5	0.5	0.01953252736155257	1.605427605689343	1326.5277571679633	3298.231262145165	2906.983294434503	2306.241448023459	3787.996218793248	2863.797256172897	2816.384873754959	1883.4398486647667	1761.6692332944353	1543.3317682315637	3312.340671483693	2484.427706925489	835.8431704287211	2001.3579846747425	2328.215102904585	1021.6200186933593	3368.5888287510465	3036.15937950373	2361.0409820857994	2618.5452457631873	1691.2873647814354	1048.7925481573557	2355.9945440131683	1194.7490257631878	1435.4930727657404	1509.7640051895344	1024.8478662488928	1319.872252666923	853.9542257102644	2268.755335100552
64000	-14238.582395859543	-195.5824711162048	-14042.999924743339	-14042.999924743339	Infinity	Infinity	Infinity	Infinity	Infinity	4.0	2.0	8.0	1.0	8.0	-Infinity	2.7910469325920655E-5	7.364055700858835E-16	0.9772727272727271	6813.911031556936	2.7910469325920665E-5	0.9174003630185417	0.08259963698145839	0.5	0.5	0.01639195678226233	1.605427605689343	1328.4560261229935	2904.3384190088823	2843.6240747933766	2373.7258256772684	3648.4196324883314	2755.0944746204623	2812.185759832748	1804.87544092787	1780.375366482248	1516.546008907253	3295.6926369514576	2514.5291229654795	783.2342396905542	2247.3188415310783	2354.0920370862946	1106.1672377404961	3422.769421582381	2862.9877497251982	2420.3124956365023	2403.542143753781	1692.7963329257452	937.5414393233477	2409.073525932741	1197.1679412271574	1263.8413852024105	1457.0796092212872	1024.8478662488928	1418.3049215027395	834.2378353143106	2459.2781978139824
66000	-13986.183978531588	-194.23677077523348	-13791.947207756355	-13791.947207756355	Infinity	Infinity	Infinity	Infinity	Infinity	2.0	4.0	2.0	12.0	3.0	-Infinity	1.6451244117484266E-5	0.0	NaN	7209.1895620066325	1.645124411748427E-5	0.9519537437023259	0.048046256297674145	0.5	0.5	0.08958569638844723	0.713988665046441	1362.603041158315	3326.8641441828713	2885.603031668429	2199.242087014745	3624.118855548422	2763.1968291389253	2833.250525115785	1755.1839371842966	1804.8862620943476	1530.7402441330432	3332.0008497392428	2477.1706658072885	799.6584079318842	2045.6136518072308	2291.663532694247	1062.0718913289172	3477.8927943116837	2948.7672911777636	2409.5601450011327	2484.2342676869785	1645.9654992917501	970.2889878663791	2499.131419904195	1233.965802891042	1479.7249962720496	1434.2675424880815	1073.9361454933758	1185.3815058119014	660.2334720691979	2298.951795645804
68000	-13977.75350769982	-192.72214011874559	-13785.031367581074	-13785.031367581074	Infinity	Infinity	Infinity	Infinity	Infinity	1.0	3.0	3.0	10.0	6.0	-Infinity	1.7500046182345005E-5	0.0	NaN	7269.368360729706	1.7500046182345E-5	0.9519537437023259	0.048046256297674145	0.5	0.5	0.08958569638844723	0.6859260552177615	1274.3714650421784	3319.078057277963	2835.431693822712	2346.0680866043194	3601.7236929853707	2778.3004472181124	2831.123984441939	1822.50420319328	1707.5856521475582	1542.1111723915064	3332.0008497392428	2473.612557277537	801.749626963447	2045.6136518072308	2387.523876213889	1057.6375274674283	3315.2931969727215	2942.3949419446276	2427.0637724835797	2509.9640901023304	1670.9675305807996	991.5719612410711	2461.8576130683855	1207.8926571095233	1246.1248941681827	1577.9293406362494	1040.350165092913	1351.4705745984468	612.8556483421884	2469.145546901033
70000	-13898.750138817497	-191.48781948185297	-13707.262319335643	-13707.262319335643	Infinity	Infinity	Infinity	Infinity	Infinity	5.0	3.0	2.0	2.0	11.0	-Infinity	1.2924951569346941E-5	6.625887198700762E-16	0.9772727272727274	8258.469075947278	1.2924951569346941E-5	0.9647316104149439	0.035268389585056056	0.5	0.5	0.08958569638844723	0.6859260552177615	1343.662832752039	3193.666607322773	2865.4030888081143	2216.4643102502537	3653.4564092190785	2810.4304654715065	2820.812722487097	1860.18504514311	1689.1627030717893	1535.4968942187	3345.383744155566	2466.1186287329247	814.0089444897076	2101.9344106983112	2369.755060447189	1076.4130989740029	3352.3401982418404	2963.1108687373357	2427.5060263027867	2539.594987274057	1678.5916930463127	1023.8489693691331	2428.035889321771	1203.8002955694576	1246.1248941681827	1366.0309830135716	1041.282150056518	1368.1552034009728	754.8543487735537	2425.099359600739
72000	-13903.769088220246	-199.6159953417988	-13704.153092878447	-13704.153092878447	Infinity	Infinity	Infinity	Infinity	Infinity	2.0	6.0	5.0	2.0	8.0	-Infinity	1.3858240160238178E-5	3.707798543983007E-16	0.9772727272727271	7803.121830321797	1.3858240160238178E-5	0.9647316104149439	0.035268389585056056	0.5	0.5	0.08958569638844723	0.6859260552177615	1336.8368284930696	3109.5891709593106	2718.570065665188	2179.791694697357	3959.7261776953287	2873.867580906282	2831.174183583196	1818.554501860808	1686.4468891995573	1558.3364255842368	3357.306079891438	2654.485069876688	824.8108405343986	2032.5451479320207	2378.626691405036	1071.470832471264	3352.3401982418404	3092.1353418896515	2379.65811975592	2524.2665606508403	1634.2142978061859	973.1711958461748	2250.2158825535776	1148.5511852492195	1293.6347032235562	1672.0158284145066	1020.1053590197452	1394.5206624518682	711.8492501878793	2516.6134069840323
74000	-13905.665308670104	-198.3879058314227	-13707.277402838681	-13707.277402838681	Infinity	Infinity	Infinity	Infinity	Infinity	5.0	3.0	6.0	2.0	7.0	-Infinity	1.2824931396130863E-5	1.3355123470367983E-16	0.9772727272727271	7678.997306886253	1.2824931396130866E-5	0.9647316104149439	0.035268389585056056	0.5	0.5	0.08958569638844723	0.6859260552177615	1406.3301391660068	3108.159447424353	2779.0660216670926	2309.0434153656056	3782.9096904794264	2950.7190811801293	2812.089615767595	1854.6340058667256	1681.7124458444666	1514.973119608303	3318.4102823443795	2654.485069876688	855.4728341628343	2106.7321223026333	2356.812240808445	1010.8300991037984	3245.567330622354	3187.1358921210503	2391.572584855682	2553.2791326583233	1661.8635787293836	1022.6645501912661	2250.2158825535776	1238.2254484209468	1253.2231190425296	1477.7260568062532	1058.5292673968208	1291.7527833542022	699.4376447788371	2371.0268965737096
76000	-13897.358724630958	-198.00837404586377	-13699.350350585095	-13699.350350585095	Infinity	Infinity	Infinity	Infinity	Infinity	1.0	6.0	10.0	3.0	3.0	-Infinity	1.2967992086132338E-5	1.320779201257285E-16	0.9772727272727271	8733.828682345493	1.296799208613233E-5	0.9647316104149439	0.035268389585056056	0.5	0.5	0.05730214631657794	0.6859260552177615	1331.2450555270266	3284.029011104947	2852.2954561226097	2184.1253761028856	3779.69994964831	2933.0360284013373	2845.0020771749428	1884.756851344356	1727.817274518853	1522.5546450185861	3310.0269201882143	2502.0700599872257	814.1630544557032	2255.8589109445106	2457.5550226014293	1010.8300991037984	3336.9376198231216	3127.014905778612	2463.939968123284	2630.5094597010707	1648.1764873768525	1080.4496262818686	2325.702742167972	1113.5414811514356	1390.3886540146104	1437.5525976062006	1010.731457166568	1372.7032232195693	610.7576818503509	2381.787355625627
78000	-13907.934874984923	-192.89063749146317	-13715.04423749346	-13715.04423749346	Infinity	Infinity	Infinity	Infinity	Infinity	3.0	1.0	12.0	6.0	1.0	-Infinity	1.4418512180941637E-5	0.0	NaN	8668.231679262044	1.4418512180941632E-5	0.9647316104149439	0.035268389585056056	0.5	0.5	0.03896652436817499	0.6859260552177615	1361.090572023794	3215.367969509664	2839.8787686565397	2173.5673307271313	3719.034951546566	2875.4300394636175	2865.1241856593365	1852.296545009242	1765.3881996911623	1565.7156841845876	3297.0674589928376	2619.7600603906844	780.0199400001392	2142.688673252434	2457.5550226014293	1067.0569661750403	3244.0094682705285	2945.2693192781344	2398.635989596508	2533.137113817148	1677.5164797857642	1052.8209725603583	2366.583423255035	1219.1191096362495	1352.9311575680695	1455.0603743343365	1083.0010850186698	1250.2743343438167	636.4154279163412	2336.7060307603983
80000	-13888.320513377214	-193.7627048532849	-13694.557808523929	-13694.557808523929	Infinity	Infinity	Infinity	Infinity	Infinity	1.0	5.0	10.0	3.0	4.0	-Infinity	1.3690853080719857E-5	3.753130822845424E-16	0.9772727272727271	7863.255541758251	1.3690853080719864E-5	0.9665708897981744	0.03342911020182554	0.5	0.5	0.02515939068904187	0.6859260552177615	1351.038604694243	3315.073388774992	2951.815332620269	2216.3364108895594	3714.8764259598343	2906.1479507443246	2857.056951705145	1831.784644698756	1755.1646340975444	1570.4827116909419	3282.888274739362	2442.2323675687503	790.4244716148941	2215.6321309726823	2460.8478252639593	1049.6740808908567	3489.993786921795	2938.911667792282	2392.614166725846	2587.0096548319093	1677.5164797857642	1030.4999488296066	2400.5182216772037	1202.9040663118149	1398.051168434757	1399.2425057568287	1101.0783871694061	1322.3201556329054	696.6373069403112	2366.134705778521
82000	-13893.448155875598	-194.63700841602906	-13698.811147459568	-13698.811147459568	Infinity	Infinity	Infinity	Infinity	Infinity	6.0	1.0	11.0	2.0	3.0	-Infinity	1.3225188013963398E-5	2.590186878454771E-16	0.9772727272727271	7943.642183922693	1.3225188013963398E-5	0.9665708897981744	0.03342911020182554	0.5	0.5	0.020596206483331	0.6859260552177615	1370.2650826420797	3365.32773488138	2836.353943929337	2211.59281651569	3738.8765660626314	2787.428909129233	2899.2474006953144	1815.2366044735397	1725.4857115052864	1530.2846876906676	3282.888274739362	2611.271427531564	810.8663659642611	1983.6950036666117	2294.719782992075	989.5102750652674	3458.7477764775845	3102.0502037726937	2395.425069348415	2465.8208334532233	1659.8271908054792	958.8358498686904	2386.5826711563614	1076.7426668904163	1327.765298157602	1523.1337173988732	985.0320684519249	1340.3780770215308	801.1323252176105	2345.1610161497933
84000	-13898.789362764368	-191.79160917995395	-13706.997753584414	-13706.997753584414	Infinity	Infinity	Infinity	Infinity	Infinity	3.0	1.0	5.0	11.0	3.0	-Infinity	1.326932224827758E-5	1.290785912721046E-16	NaN	8665.236608697349	1.3269322248277582E-5	0.9665708897981744	0.03342911020182554	0.5	0.5	0.035106372610242464	0.6859260552177615	1331.13412124935	3385.8526697128077	2762.998536064761	2294.0162174402703	3636.9840276308505	2686.3631415223017	2830.1399384038	1857.8214891616792	1756.6058409734385	1523.27780476174	3282.888274739362	2477.0157384640243	829.0178441016207	2183.6489033153985	2347.640493136259	1075.094384841853	3534.2634402750396	3111.3847255553565	2459.818866869583	2293.111626611981	1629.4467863394277	1050.6109135723286	2279.9713995352654	1231.232314094095	1265.6207846109319	1323.1060462720773	889.4721142991514	1333.9758133674236	633.8615203165725	2489.561568325423
86000	-13875.28992727102	-197.62605204818263	-13677.663875222837	-13677.663875222837	Infinity	Infinity	Infinity	Infinity	Infinity	1.0	1.0	2.0	15.0	4.0	-Infinity	1.277644020823349E-5	9.384067678629675E-16	0.9772727272727273	9197.249917684063	1.277644020823349E-5	0.9665708897981744	0.03342911020182554	0.5	0.5	0.06227307384913014	0.41302975357608956	1364.2197882715363	3385.0943462725054	2921.7230739983884	2300.880529445619	3833.8452191906513	2856.737997747267	2820.1225811999416	1838.2366777752939	1815.102130238846	1531.7706369901919	3315.0745424521583	2564.8320146210726	772.0267555540685	2027.552297558926	2229.6984400043502	1037.2251504659598	3460.771567159717	2974.0634792551928	2384.401741372053	2612.3075531947484	1668.5791830838975	974.9144573230404	2441.020016322643	1157.749912563716	1380.2818252002176	1469.902838080542	1031.5434565949956	1421.3045304816114	806.7030614441111	2466.7029611292405
88000	-13886.15742671523	-196.36871008586476	-13689.788716629366	-13689.788716629366	Infinity	Infinity	Infinity	Infinity	Infinity	9.0	3.0	2.0	6.0	3.0	-Infinity	1.2358799960760285E-5	1.385883280238722E-16	0.9772727272727271	9243.97570377028	1.2358799960760287E-5	0.9665708897981744	0.03342911020182554	0.5	0.5	0.06227307384913014	0.41302975357608956	1347.3802352944842	3396.602227277132	3160.663344714682	2253.6693150547885	3802.4289565282747	2741.222974407356	2841.1949456792804	1849.2716492383026	1786.854975622175	1566.8714954760133	3256.1332618295564	2475.2679701165775	772.5009463561405	2189.9274458926197	2305.915635360815	1105.8771670252459	3292.606724666291	3015.1921488735493	2495.4430291953267	2555.4938278912955	1653.9734424374174	997.6436024322315	2352.162959620333	1405.2802125368742	1360.318257704145	1441.268058742639	1033.4083491390081	1418.1287530357279	478.2669049055296	2497.7134589203642
90000	-13883.073871749697	-192.35804229420938	-13690.715829455488	-13690.715829455488	Infinity	Infinity	Infinity	Infinity	Infinity	11.0	2.0	1.0	1.0	8.0	-Infinity	1.2047782852571673E-5	0.0	NaN	10007.122795059127	1.2047782852571668E-5	0.9665708897981744	0.03342911020182554	0.5	0.5	0.06227307384913014	0.41302975357608956	1313.325937733364	3386.806890223915	2948.989294536506	2256.8510854601695	3995.8983799556454	2912.8902107137583	2805.1941346141853	1894.5833939028612	1772.6940429953204	1521.9453864541065	3256.1332618295564	2488.3857095510402	806.1789003604244	2174.228733079594	2498.182936800135	1063.9696425572236	3558.953617747228	3165.894395784436	2350.033232780006	2493.0247955612695	1639.8886211970366	1020.1999277824826	2355.989513935057	1211.202075229935	1315.0856294494843	1366.7428930943333	1039.3637018669485	1370.3990239305133	476.8587116648796	2432.2993020895437
92000	-13881.363929293944	-194.72416119463207	-13686.639768099312	-13686.639768099312	Infinity	Infinity	Infinity	Infinity	Infinity	7.0	8.0	1.0	1.0	6.0	-Infinity	1.1946995588586509E-5	7.168268416285203E-16	0.9772727272727274	9740.266558880801	1.194699558858651E-5	0.9665708897981744	0.03342911020182554	0.5	0.5	0.10170001121945862	0.41302975357608956	1296.9345575252753	3376.5397092619087	3421.0027638059614	2275.165502596992	3789.8389993156466	2685.6671712909724	2814.766981241058	1868.3199640246955	1760.4587908382475	1539.836809477637	3256.1332618295564	2552.5669176375236	771.7280122029556	2078.8664374195505	2288.7347649829526	1021.6913651335789	3174.5904389493453	3153.824381690476	2430.6290050430416	2493.0247955612695	1701.2547014481797	966.8366676548084	2355.7950882991327	1283.5129236763808	1308.2353406688908	1441.0108036989739	950.1259390198903	1274.0784473207564	482.0640800610478	2378.749745797473
94000	-13850.005089850692	-191.11349746027992	-13658.891592390413	-13658.891592390413	Infinity	Infinity	Infinity	Infinity	Infinity	1.0	3.0	11.0	5.0	3.0	-Infinity	1.0234315420499475E-5	1.6735710719962107E-16	0.9772727272727271	9578.58940250773	1.0234315420499473E-5	0.9729011080575518	0.0270988919424481	0.5	0.5	0.10170001121945862	0.41302975357608956	1359.1685171074087	3339.1598310673185	3227.4120218339367	2319.61096916627	3836.92896875759	2753.30578258055	2804.3980455654732	1853.1080325243581	1763.78434148253	1544.406054942882	3260.4747505770715	2522.31263685683	819.4450471882235	2172.0936753352	2282.7609753785496	1022.1786095801381	3346.1277406700165	2966.513138751603	2428.968569399039	2450.770534396442	1655.0338513487652	1010.1572288055532	2214.568006243027	1177.4928000177697	1497.4496286757555	1538.0677398725916	899.7082657891646	1261.1383825141295	697.712980207358	2356.721822078291
96000	-13851.24331807697	-189.3611574747513	-13661.882160602217	-13661.882160602217	Infinity	Infinity	Infinity	Infinity	Infinity	6.0	1.0	7.0	8.0	1.0	-Infinity	9.692152775337104E-6	5.301563427585448E-16	0.9772727272727271	10861.708286142319	9.692152775337104E-6	0.9729011080575518	0.0270988919424481	0.5	0.5	0.10170001121945862	0.41302975357608956	1368.5904326275706	3345.2383340603906	3130.435297217847	2309.1522239509154	3835.721868316494	2817.3352813464303	2838.417705204295	1844.0525312301584	1768.7367125186502	1555.65017490917	3260.4747505770715	2477.1401307477445	742.4481338788842	2074.7417144503206	2463.495220885223	1047.583773023397	3261.7535818840715	3080.097743812259	2446.909008659129	2502.501553338991	1676.9664196874342	1112.0271125008896	2368.507368629653	1266.2510796959905	1325.7819998807504	1534.9578596968352	1106.9717839813313	1320.7021128165486	770.451911981341	2309.474860648753
98000	-13852.542082123839	-186.14310415713175	-13666.398977966706	-13666.398977966706	Infinity	Infinity	Infinity	Infinity	Infinity	2.0	2.0	5.0	13.0	1.0	-Infinity	9.378351579725091E-6	1.095790923415226E-15	0.9772727272727271	9152.303514039244	9.378351579725095E-6	0.9729011080575518	0.0270988919424481	0.5	0.5	0.07678108352039094	0.41302975357608956	1315.0376007545553	3324.0085112125653	3180.8138705700617	2317.1096057658215	3811.7967591432744	2858.781775869245	2822.264558155203	1844.0595064495449	1704.06641253949	1547.7632544328071	3260.4747505770715	2499.4105323416197	768.2021923288138	2164.9274826683622	2417.8495761312315	1069.5084052526217	3509.2440924936873	3066.6976106825387	2488.6990750761643	2468.2108854189055	1646.347215304109	1100.500716049773	2267.8102558027304	1122.4841584247522	1287.0908877532856	1445.7261438478342	1071.856784118489	1324.782542902516	578.1860638800628	2309.474860648753
100000	-13854.45158525376	-189.932401480012	-13664.51918377375	-13664.51918377375	Infinity	Infinity	Infinity	Infinity	Infinity	5.0	3.0	2.0	6.0	7.0	-Infinity	9.940120865163214E-6	6.892412863694664E-16	0.9772727272727271	9529.543234922958	9.940120865163214E-6	0.9729011080575518	0.0270988919424481	0.5	0.5	0.08340843890233687	0.41302975357608956	1333.4507135819902	3369.3519134716207	3354.1627440179136	2335.74139424181	3698.706669292551	2867.470412453383	2815.5479918139185	1931.5845129191057	1785.1060535361685	1558.7305250904026	3269.067884311293	2561.9795433780596	747.2828061855182	2139.088238409169	2334.616157421448	1026.9588918606833	3345.477799079446	3006.3559580902497	2449.1858178185566	2430.3956831054584	1597.8081525725163	904.1634788109264	2373.8802462765057	1297.519876523337	1407.6893642946573	1429.1214895139174	1040.7889500403166	1460.8863531713712	632.5825509612969	2401.474771054269
